"","X","mctn","actn","mctp","actp","mcsal","acsal","mctnm","actnm","actpm","mctpm","mcnh4","acnh4","mcdoc","acdoc","mcsalm","acsalm","aflow","amaxstage","aminstage","mflow","mmaxstage","mmeanstage","mminstage","gTOC","gDO","gTP","gsal","gturb","gtemp","gNH4","gpH","gsecchi","gdepth","gchl","gTN","rTOC","rDO","rTP","rsal","rturb","rtemp","rNH4","rpH","rsecchi","rdepth","rchl","rTN","tTOC","tDO","tNN","tNO3","tNO2","tTP","tsal","tturb","ttemp","tNH4","tAP","tOP","tpH","tsecchi","tdepth","tchl","tchlb","tTN","marshtotrain","marshmeanrain","tschlorophyll","tsDO","tspH","tsrainfall","tssalinity","tstemperature","tsmeanstage","gschlorophyll","gsDO","gspH","gsrainfall","gssalinity","gstemperature","gsmeanstage"
"63",148,89.46375,161.488,0.636,2.081,29.51,45.9,95.7145,212.143,3.552,0.64225,7.39275,1.929,1087.49975,1308.333,26.7,41.6,-20.13,-0.295666666666667,-0.747333333333333,-25.02,-0.274333333333333,-0.386333333333333,-0.487333333333333,12.25,6.395,0.009,33.6,2.9,25.25,0.06,8.2,0.75,0.75,0.64,1.15,11.9,6.72,0.011,36.6,1.8,21.8,0.024,8.3,1,1,0.436,1.09,10.2,6.96,0.0106666666666667,NA,0.002,0.004,30.5,1.3,22.1,0.052,NA,0.002,8.2,1.1,1.1,0.144,0.0626666666666667,0.971,2.14,0.0713333333333333,2.56546666666667,6.71903333333333,8.2701,0.0767333333333333,28.9020666666667,27.0433666666667,-0.422966666666667,2.53043333333333,6.18783333333333,8.21373333333333,0.0403333333333333,39.1593,26.4938,-0.437166666666667
"64",149,105.144,158.993636363636,0.869,2.37181818181818,33.6727272727273,56.4363636363636,99.286,183.2145,2.679,0.5905,3.7145,3.3215,1291.6665,1391.6665,30.7,39.2,-12.2726923076923,-0.522258064516129,-0.889354838709677,-17.9841935483871,-0.461612903225806,-0.54258064516129,-0.629032258064516,12.6,6.08,0.009,36.2,4.4,25.6,0.057,8.1,0.4,0.4,0.809,1.18,12.6,5.93,0.011,35.6,5.5,25,0.036,8.3,1,1,0.674,1.19,10.5,6.46,0.0103333333333333,NA,0.002,0.004,30.3,2,25.2,0.058,NA,0.002,8.2,0.8,0.8,0.18,0.0553333333333333,0.982,1.15,0.0370967741935484,4.06809677419355,7.40058064516129,8.47070967741936,0.0491935483870968,31.5164838709677,29.4105161290323,-0.568290322580645,1.24270967741935,6.859,8.38461290322581,0.0464516129032258,43.4805161290323,28.7406451612903,-0.580677419354839
"65",150,100.16,294.07,0.716666666666667,6.197,36.1333333333333,50.58,112.857,154.286,1.806,0.654,3.929,4.714,1616.667,1475,32.8,36.8,-8.45277777777778,-0.312333333333333,-0.704333333333333,-21.6216666666667,-0.304,-0.387666666666667,-0.469333333333333,12.65,5.615,0.0105,36.4,3.35,26.75,0.078,8.05,0.55,0.55,0.807,1.19,11.6,6.4,0.011,39.3,2,31.1,0.036,8,1.1,1.1,0.453,1.08,11.3,6.42,0.01,NA,0.002,0.005,34,2.5,31.3,0.114,NA,0.002,8.1,1,1,1.29,0.048,1.15,4.77,0.159,1.37656666666667,8.0707,8.49723333333333,0.155533333333333,33.477,30.5094,-0.414133333333333,1.15776666666667,6.59086666666667,8.44946666666667,0.169666666666667,38.6401666666667,29.8931333333333,-0.389566666666667
"66",151,117.272727272727,221.512,0.76,7.722,33.2272727272727,40.88,115,159.286,1.9505,0.967,5.643,4.0355,1450,1579.1665,28.7,31.25,-15.7262962962963,-0.258387096774194,-0.653225806451613,-28.7015384615385,-0.246129032258065,-0.319032258064516,-0.403548387096774,12.7,5.15,0.012,36.6,2.3,27.9,0.099,8,0.7,0.7,0.805,1.2,5.05,4.65,0.004,37.4,0.9,27.7,0.0455,8,1,1,0.4035,0.495,10.4,5.75,0.00966666666666667,NA,0.002,0.006,33.7,1.3,28.4,0.164,NA,0.002,8.1,0.9,0.9,0.5,0.048,1.07,3.6,0.116129032258065,2.479,5.25177419354839,8.20338709677419,0.206870967741935,31.9734516129032,31.7748709677419,-0.342709677419355,3.76706451612903,6.84409677419355,8.46264516129032,0.204838709677419,35.7536129032258,31.3026451612903,-0.325967741935484
"67",152,110.866363636364,269.81,0.713636363636364,7.865,31.41,37.49,103.571,164.286,2.095,0.555,1.5,3.357,1333.333,1683.333,28,25.7,-0.523870967741935,-0.0309677419354839,-0.471935483870968,21.5827586206897,0.00870967741935484,-0.0796774193548387,-0.189354838709677,13.3,5.06,0.0143333333333333,36.6666666666667,3.93333333333333,27.9333333333333,0.099,7.93333333333333,0.7,0.733333333333333,1.42666666666667,1.31,12.4,5.18,0.009,35.2,1.8,29.7,0.112,7.9,2.1,2.1,0.523,1.17,10.3,5.52,0.00933333333333333,NA,0.002,0.005,32.5,1.3,30.1,0.122,NA,0.002,8,1.7,1.7,0.583,0.048,1.07,9.86,0.318064516129032,2.79116129032258,6.14154838709677,8.14645161290323,0.289096774193548,29.897064516129,31.6549032258065,-0.127096774193548,5.0778064516129,6.88603225806452,8.47948387096774,0.260967741935484,33.7160967741935,31.2379677419355,-0.119064516129032
"68",205,129.468681818182,261.658636363637,0.987727272727272,6.76613636363636,29.6,35.2631818181818,135.357,166.190666666667,2.053,1.0215,1.4645,3.357,1683.333,1758.333,24.65,23.4,14.7803333333333,0.0493333333333333,-0.386,32.5523333333333,0.0946666666666667,0.016,-0.0893333333333333,13.9,4.97,0.0166666666666667,36.7333333333333,5.56666666666667,27.9666666666667,0.099,7.86666666666667,0.7,0.766666666666667,2.04833333333333,1.42,7.7,4.73,0.009,38.5,2.4,30,0.095,7.6,1.75,1.75,0.491,0.786,12.4,3.14,0.009,NA,0.002,0.004,33.6,1.6,29.8,0.11,NA,0.002,7.7,1.4,1.4,0.45,0.048,1.14,4.62,0.154,5.85576666666667,5.36256666666667,8.02836666666667,0.137666666666667,26.6687333333333,31.1636,-0.0253666666666667,10.8326333333333,6.8013,8.47746666666667,0.124666666666667,32.1681,31.1259,-0.0489666666666667
"69",153,148.071,253.507272727273,1.26181818181818,5.66727272727273,27.79,33.0363636363636,167.143,168.095333333333,2.011,1.488,1.429,3.357,2033.333,1833.333,21.3,21.1,10.912,0.205806451612903,-0.266451612903226,28.2167741935484,0.224838709677419,0.139677419354839,0.0329032258064516,14.5,4.88,0.019,36.8,7.2,28,0.099,7.8,0.7,0.8,2.67,1.53,5.2,4.52,0.006,38.2,1.1,28.1,0.0415,7.6,1.4,1.4,0.492,0.55,11.4,6.55,0.00866666666666667,NA,0.003,0.005,35,2.2,28.7,0.095,NA,0.002,8,1.1,1.1,0.309,0.048,1.12,4.9,0.158064516129032,9.86422580645161,5.65193548387097,8.02251612903226,0.100322580645161,28.2824838709677,28.8173870967742,0.0967741935483871,13.217,6.37196774193548,8.23503225806452,0.18741935483871,33.2676774193548,28.9942258064516,0.0945806451612903
"70",154,139.934545454545,240.315818181818,1.60454545454545,4.47,22.86,31.5,131.429,170,1.969,1.588,1.929,3.357,2083.333,1908.333,15.44,18.8,42.7596666666667,0.0666666666666667,-0.434666666666667,92.3253333333333,0.176333333333333,0.0723333333333333,-0.0353333333333333,14.6,6.435,0.028,34.15,9.85,25.8,0.0645,7.9,0.6,0.7,10.385,1.61,5.6,7.02,0.011,33.8,4,23.2,0.102,7.9,1.2,1.2,0.316,0.669,10.9,5.48,0.00833333333333333,NA,0.002,0.016,33.3,4.4,23.8,0.148,NA,0.002,7.9,1,1,4.33,0.048,1.27,4.26,0.142,17.5902333333333,6.29836666666667,7.94263333333333,0.141666666666667,24.0350666666667,23.8686666666667,-0.0334333333333333,19.9228666666667,6.98026666666667,8.05103333333333,0.139666666666667,27.0070666666667,23.4094333333333,-0.071
"71",155,97.118,227.124363636364,0.868,3.9625,20.71,34.6,120,198.5715,2.763,1.381,1.6075,2.2855,1862.5,1900,16.82,13.5,20.1274193548387,-0.0970967741935484,-0.531935483870968,47.9066666666667,-0.0661290322580645,-0.156774193548387,-0.25741935483871,14.7,7.99,0.037,31.5,12.5,23.6,0.03,8,0.5,0.6,18.1,1.69,6.8,6.98,0.011,31.7,4,22.7,0.151,7.9,1.2,1.2,0.731,0.672,9.9,7.16,0.008,NA,0.007,0.006,32,1.6,23.8,0.349,NA,0.002,8,0.9,0.9,0.286,0.0626363636363636,1.18,0.7,0.0225806451612903,10.4730322580645,7.09912903225806,8.12641935483871,0.0251612903225806,23.3493548387097,24.7706451612903,-0.209032258064516,25.906064516129,7.53593548387097,8.24106451612903,0.0154838709677419,27.011064516129,24.7513548387097,-0.210612903225806
"72",156,105.26,213.932909090909,0.894545454545455,3.455,23.4909090909091,37.7,108.571,227.143,3.432,1.174,1.286,1.214,1641.667,1891.667,18.2,26.4,15.9154838709677,-0.139354838709677,-0.681290322580645,35.4773076923077,-0.0603225806451613,-0.20741935483871,-0.335483870967742,10.875,7.795,0.02725,32.95,9.625,23.75,0.017,8.1,0.5,0.55,10.7785,1.2775,4.8,7,0.014,32.1,6.7,18.7,0.048,7.8,0.8,1.2,0.976,0.453,5.2,6.61,0.001,NA,0.0025,0.004,31.2,3.1,19.4,0.1895,NA,0.002,7.8,1,1,0.662,0.0772727272727273,0.665,3.35,0.108064516129032,7.07216129032258,7.42841935483871,8.10803225806452,0.0629032258064516,24.7342580645161,22.2488387096774,-0.270741935483871,32.4293870967742,7.51245161290323,8.10190322580645,0.05,29.3024838709677,21.5879032258065,-0.302709677419355
"73",157,106.617,200.741454545455,1.101,2.9475,24.4222222222222,40.8,119.286,217.857,3.301,1.129,1.143,1.5715,1566.667,1775,20.28,28.86,15.0735714285714,-0.411428571428571,-0.873214285714286,18.9285714285714,-0.3475,-0.456428571428571,-0.562857142857143,7.05,7.6,0.0175,34.4,6.75,23.9,0.004,8.2,0.5,0.5,3.457,0.865,6.6,6.46,0.02,33.5,2.8,24,0.053,8.1,1.1,1.1,0.56,0.601,10.5,7.25,0.007,NA,0.008,0.011,33,2.4,24.5,0.195,NA,0.002,8.2,0.8,0.8,0.848,0.0919090909090909,1.16,1.16,0.0414285714285714,8.2705,7.35325,8.12341666666667,0.0492857142857143,25.3794642857143,23.8688214285714,-0.49775,22.2835714285714,7.43928571428571,8.22489285714286,0.0396428571428571,31.0684642857143,23.5729642857143,-0.518107142857143
"74",158,126.753636363636,187.55,0.94,2.44,29.06,43.9,137.143,208.571,3.17,1.111,1.286,1.929,1633.333,1658.333,22.86,31.32,-10.2025806451613,-0.351612903225806,-0.84,-18.3770967741936,-0.304193548387097,-0.443870967741936,-0.565806451612903,11.475,7.01,0.02675,37.7,12.875,26.25,0.0115,8.15,0.45,0.55,9.4285,1.3975,12.3,8.34,0.038,39.4,9.1,22.5,0.012,8.4,0.7,1.1,12.1,1.5,5,6.98,0.007,NA,5e-04,0.0025,34.1,0.85,22.3,0.0505,NA,0.002,8.1,0.8,0.8,0.137,0.106545454545455,0.54,1.25,0.0403225806451613,5.08727586206897,6.36279310344828,8.07848275862069,0.0403225806451613,28.63,26.192935483871,-0.477935483870968,11.3606129032258,7.19583870967742,8.2241935483871,0.0112903225806452,36.3901612903226,25.7346129032258,-0.466096774193548
"75",159,115.929,165.214,0.981,1.961,35.21,51.17,120,197.857,2.101,0.9,0.429,2.88133333333333,1308.333,1600,33.6,45.7,-16.1796666666667,-0.413,-0.817333333333333,-24.0833333333333,-0.326,-0.426333333333333,-0.517666666666667,15.9,6.42,0.036,41,19,28.6,0.019,8.1,0.4,0.6,15.4,1.93,14,6.28,0.04,40.9,11.7,28.5,0.016,8.2,0.5,1.3,25.7,1.83,10,6.29,0.007,NA,0.004,0.006,35.8,3.6,29,0.218,NA,0.002,8.1,0.8,0.8,0.464,0.121181818181818,1.23,1.28,0.0426666666666667,3.14206666666667,6.20276666666667,8.04856666666667,0.027,33.9348333333333,27.4711333333333,-0.475866666666667,9.3088,6.26756666666667,8.159,0.0313333333333333,42.5333333333333,27.2478666666667,-0.463933333333333
"76",160,119.61,161.41,0.927272727272727,2.74,38.8909090909091,52.07,141.429,192.143,2.574,1.144,1,3.83366666666667,1308.333,1533.333,35.2,48.6,-16.0090322580645,-0.0267741935483871,-0.488064516129032,-24.0706451612903,-0.0235483870967742,-0.122258064516129,-0.217096774193548,14.55,6.35,0.032,36.8,13.8,29.15,0.016,8.05,0.5,0.8,20,1.77,13.4,6.38,0.015,41,5.2,27.4,0.036,8,1.2,1.2,4.83,1.5,10.4,6.11,0.007,NA,0.003,0.005,36.1,2,27.8,0.088,NA,0.002,8.1,1,1,0.375,0.135818181818182,1.09,5.3,0.170967741935484,5.16390322580645,5.48454838709677,7.94193548387097,0.215483870967742,36.5042903225806,29.8532258064516,-0.148,8.98089285714286,5.41970967741935,8.04754838709678,0.0551612903225806,45.5294516129032,29.6,-0.125935483870968
"77",161,143.213,196.929,1.243,4.351,26.36,27.86,157.143,187.143,1.66,0.974,2.429,4.786,1950,2675,19.5,17.6,46.5893333333333,0.0776666666666667,-0.443666666666667,106.180666666667,0.155,0.0346666666666667,-0.088,13.2,6.28,0.028,32.6,8.6,29.7,0.013,8,0.6,1,24.6,1.61,5.6,6.23,0.012,33.6,5.1,29.1,0.004,8.1,0.8,1.6,8.092,0.685,11.8,7.5,0.007,NA,0.002,0.012,34.4,2.6,30.3,0.054,NA,0.002,8,1.2,1.2,4.06,0.150454545454545,1.31,12.03,0.401,14.2485,4.69916666666667,7.80016666666667,0.396333333333333,24.8757,30.6745,-0.0887333333333333,21.8792173913043,4.21362068965517,7.94486206896552,0.449,26.9318666666667,30.9338666666667,-0.0863
"78",162,140.786,225.736666666667,1.089,5.626,21.77,21.87,154.286,216.4285,2.336,1.241,1.643,3.1785,1733.333,2412.5,17.4,17.8,29.51,-0.194193548387097,-0.556129032258065,29.7532258064516,-0.153225806451613,-0.23741935483871,-0.334193548387097,17.55,5.565,0.0435,36.45,9.55,30.8,0.015,8.2,0.55,1,20.9,2.08,11.9,6.57,0.025,36.6,4.7,30.3,0.008,8.2,0.8,1.5,13.2,1.33,12.3,5.47,0.007,NA,0.002,0.01,33.7,2.2,30.4,0.036,NA,0.002,8,1.2,1.2,1.53,0.165090909090909,1.26,4.61,0.148709677419355,12.8215806451613,5.80745161290323,8.06925806451613,0.163548387096774,22.8662580645161,31.9357419354839,-0.292387096774194,17.5004193548387,5.54777419354839,8.26203225806452,0.130967741935484,28.9946451612903,31.9144516129032,-0.250677419354839
"79",163,119.46375,246.299090909091,0.69625,5.06545454545455,25.5,34.5090909090909,125,245.714,3.427,1.089,4.571,1.571,1433.333,2150,28.7,37.4,-14.5629032258065,0.00645161290322581,-0.391612903225806,-27.3651612903226,0.0296774193548387,-0.0558064516129032,-0.161612903225806,21.9,4.85,0.059,40.3,10.5,31.9,0.017,8.4,0.5,1,17.2,2.55,15.4,5.06,0.049,39.6,6.3,32,0.014,8.3,1,1.7,13.8,1.82,5.25,4.19,0.007,NA,0.002,0.002,35.2,0.75,31.5,0.067,NA,0.002,7.9,1.3,1.3,0.1625,0.179727272727273,0.53,3.13,0.100967741935484,3.67416129032258,5.28109677419355,8.01674193548387,0.0809677419354839,28.2850322580645,31.8136774193548,-0.081258064516129,13.2723225806452,7.56958064516129,8.32248387096774,0.0864516129032258,35.8173548387097,31.7750967741935,-0.0485806451612903
"80",164,82.051,239.004,0.86,5.271,35.51,40.81,126.4285,241.429,2.885,1.1325,10.571,2,1600,2400,21.7,33.8,2.78366666666667,0.527,-0.0323333333333333,8.12066666666667,0.562,0.431,0.287666666666667,19.5,5.955,0.0455,36.3,10.6,27.6,0.018,8.15,0.5,0.9,19.55,2.185,12.6,5.31,0.026,42.5,5.1,31.3,0.011,8.1,0.7,1.4,6.34,1.45,5.3,5.01,0.007,NA,0.002,0.001,38.3,0.65,31.5,0.04,NA,0.002,7.9,1.3,1.3,0.246,0.194363636363636,0.555,10.54,0.351333333333333,4.04786666666667,4.02846666666667,7.72163333333333,0.283,34.4013666666667,30.9020666666667,0.368862068965517,34.2600666666667,5.71073333333333,8.12006666666667,0.405,38.2359,30.6456,0.3733
"81",165,113.151,183.284,1.051,5.624,20.54,26.47,127.857,131.429,1.48,1.176,16.571,1.929,1766.667,1508.333,14.7,31.8,49.8303225806452,0.362258064516129,-0.12741935483871,102.554,0.461333333333333,0.369,0.268,17.1,7.06,0.032,32.3,10.7,23.3,0.019,7.9,0.5,0.8,21.9,1.82,12,6.76,0.024,35.2,6.1,23.3,0.017,8,0.8,1.3,15.4,1.36,16,6.84,0.007,NA,0.002,0.018,28.4,4.6,24.6,0.131,NA,0.002,8,0.7,1,13.2,0.209,1.62,2.8,0.0903225806451613,15.0172068965517,3.78596551724138,7.57096551724138,0.0619354838709677,18.7627586206897,27.5831379310345,0.21124,28.6792142857143,4.99451612903226,7.85351612903226,0.0383870967741935,29.4749677419355,27.4558387096774,0.227451612903226
"82",166,123.643,168.572,1.233,5.028,24.1714285714286,33.95,125.714,183.571,2.23,1.276,3.143,1.88133333333333,1675,1733.333,15.4,30.1,25.9256666666667,0.229666666666667,-0.291333333333333,45.812,0.346333333333333,0.226,0.088,16.15,7.375,0.033,32.2,12.4,23.05,0.0135,8.05,0.45,0.7,18.9,1.755,14.8,7.07,0.019,31.2,5.8,24.2,0.012,8,0.5,1.3,18.5,1.64,10.8,6.04,0.007,NA,0.003,0.006,30.4,2.6,23.9,0.146,NA,0.002,8,1.1,1.1,2.17,0.192636363636364,1.07,2.87,0.0956666666666667,13.3906333333333,5.9916,7.91566666666667,0.131333333333333,22.9601666666667,27.0818,0.1435,24.2249,6.5368,8.02883333333333,0.085,32.4276,26.8284666666667,0.124066666666667
"83",167,110.329,173.755454545455,1.321,2.15909090909091,21.4,31.1454545454545,121.429,189.6425,2.1415,1.368,1.857,1.83366666666667,1433.333,1900,17.6,23.215,25.8367741935484,-0.0848387096774194,-0.513870967741936,45.9045161290323,0.0661290322580645,-0.0474193548387097,-0.156774193548387,15.2,7.69,0.034,32.1,14.1,22.8,0.008,8.2,0.4,0.6,15.9,1.69,6.1,7.38,0.01,32.7,2.3,23.2,0.066,8.1,1.2,1.2,0.46,0.524,10.2,7.82,0.009,NA,0.005,0.004,30.8,1.2,24.2,0.122,NA,0.00196666666666667,8.1,1,1,0.713,0.176272727272727,1.06,1.43,0.0461290322580645,17.6502903225806,7.44264516129032,8.04890322580645,0.0767741935483871,21.8643548387097,22.869935483871,-0.132774193548387,26.3646129032258,7.84277419354839,8.16812903225807,0.0712903225806452,28.5283225806452,22.464,-0.159677419354839
"84",168,148.43,164.876,1.519,2.836,24.7727272727273,29.48,172.143,195.714,2.053,1.68,3.286,1.786,1475,2066.667,22.9,16.33,15.6193548387097,-0.394838709677419,-0.835806451612903,21.7693103448276,-0.300645161290323,-0.425483870967742,-0.541290322580645,6.35,7.69,0.009,34.4,5.4,25,0.0245,8.1,0.5,1,2.172,0.72,10.2,7.84,0.018,34.5,5,23.8,0.02,8.1,0.8,1.4,4.53,1.07,11.1,8.14,0.006,NA,0.002,0.005,32.1,1.4,24.7,0.1,NA,0.00193333333333333,8.1,1.2,1.2,0.184,0.159909090909091,1.11,0.12,0.00387096774193548,22.2465161290323,7.32948387096774,8.13458064516129,0.00161290322580645,22.4896451612903,22.8595806451613,-0.487677419354839,19.9293870967742,8.09074193548387,8.32306451612903,0.0106451612903226,28.7767419354839,22.6314516129032,-0.51641935483871
"85",169,161.893333333333,206.623333333333,2.13777777777778,4.17777777777778,27.0333333333333,34.3555555555556,164.285833333333,214.765,3.423,1.58966666666667,2.86933333333333,2.536,1459.72233333333,1908.3335,26.8,25.1,5.9075,-0.554642857142857,-0.9425,9.2492,-0.466785714285714,-0.574642857142857,-0.676071428571429,6.575,7.065,0.0095,35.6,4.75,26.1,0.03675,8.35,0.75,1,1.317,0.6795,9.3,7.35,0.008,35.7,1.8,23,0.022,8.2,1.4,1.4,0.021,0.769,4.75,7.11,0.003,NA,5e-04,5e-04,31.8,0.8,22.6,0.062,NA,0.0019,8.1,1.1,1.1,0.063,0.143545454545455,0.49,0.89,0.0317857142857143,17.4866785714286,6.63353571428571,8.10567857142857,0.00928571428571429,25.6398928571429,25.5929285714286,-0.619178571428571,17.8736428571429,7.24517857142857,8.26107142857143,0.0235714285714286,33.9336785714286,25.3205357142857,-0.596642857142857
"86",170,143.988,179.071,1.623,3.163,36.28,46.25,156.428666666667,177.143,2.263,1.49933333333333,2.45266666666667,3.286,1444.44466666667,1750,30.7,45.5,-23.9803225806452,-0.185161290322581,-0.603548387096774,-28.7045161290323,-0.116451612903226,-0.232903225806452,-0.327741935483871,6.8,6.44,0.01,36.8,4.1,27.2,0.049,8.6,1,1,0.462,0.639,4.4,6.08,0.011,35.4,1.4,26.2,0.009,8.1,1.6,1.6,0.194,0.362,4.25,5.83,0,NA,0.001,0.003,39,1.15,25.8,0.126,NA,0.00186666666666667,8,1.3,1.3,0.219,0.127181818181818,0.52,0.52,0.0167741935483871,8.17154838709677,6.33625806451613,8.02754838709677,0.0125806451612903,34.147,26.3275161290323,-0.267774193548387,12.9446129032258,7.00796774193548,8.23525806451613,0.0487096774193548,40.552935483871,25.911935483871,-0.235935483870968
"87",171,140.110909090909,171.428888888889,1.48090909090909,2.73111111111111,40.0272727272727,48.2818181818182,148.5715,175.714,1.992,1.409,2.036,2.143,1429.167,1608.333,34.6,42,-27.4106666666667,-0.125,-0.555,-39.8883333333333,-0.069,-0.186666666666667,-0.290666666666667,5.8,6.045,0.00925,40.15,2.7,27.9,0.03775,8.4,1,1,0.617,0.55175,10.9,6.26,0.01,39.5,3,25.2,0.129,8,1.5,1.5,0.277,1.15,10.7,6.69,0.00171428571428571,NA,0.003,0.007,35.8,2.1,24.7,0.12,NA,0.00183333333333333,8,1.3,1.3,0.19,0.110818181818182,1.08,3.45,0.115,5.41386666666667,6.0699,7.9795,0.0933333333333333,36.8287333333333,28.6246666666667,-0.204966666666667,5.7661,6.74826666666667,8.15493333333333,0.0886666666666667,42.4366666666667,28.3176,-0.169333333333333
"88",172,142.143636363636,163.345,1.16,3.15,42.2818181818182,48.63,95,179.286,2.195,0.433,12.929,1.571,1058.333,1500,40.5,43.9,-14.1470967741935,-0.155483870967742,-0.535483870967742,-15.0758064516129,-0.0716129032258064,-0.161612903225806,-0.244516129032258,4.8,5.65,0.0085,43.5,1.3,28.6,0.0265,8.2,1,1,0.772,0.4645,6.5,6.09,0.014,41.4,1.3,28.7,0.027,8.2,1.4,1.4,0.21,0.555,11.2,6.77,0.00342857142857143,NA,0.002,0.012,41.4,1.8,29.2,0.076,NA,0.0018,8.1,1.1,1.1,0.878,0.0944545454545455,1.07,4.66,0.150322580645161,2.84738709677419,6.03009677419355,7.97035483870968,0.113870967741935,39.794,29.7858387096774,-0.204096774193548,5.93129032258065,6.35261290322581,8.18883870967742,0.130645161290323,44.2015806451613,29.4369677419355,-0.188870967741935
"89",173,154.572,171.409,1.527,6.365,37.57,39.99,177.857,180.000333333333,2.13866666666667,1.654,2.429,2.19033333333333,1791.667,1622.22233333333,27.6,37.6333333333333,25.1696666666667,0.0926666666666667,-0.312666666666667,58.324,0.196,0.102666666666667,0.0116666666666667,8.5,5.635,0.01625,39.7,4.95,28.55,0.05925,8.15,0.8,0.85,6.786,0.87225,5,6.45,0.012,38.6,1.2,31.1,0.012,8.2,2,2,0.681,0.601,10.8,5.22,0.00514285714285714,NA,0.003,0.013,39.2,2.7,30.6,0.148,NA,0.00176666666666667,7.9,1.3,1.3,0.62,0.0780909090909091,1.2,8.92,0.297333333333333,10.9655,5.00373333333333,7.87,0.274666666666667,34.4422,31.4184,0.00113333333333333,15.3148666666667,6.40023333333333,8.26886666666667,0.236333333333333,34.3548,31.2415,0.0191666666666667
"90",174,162.746,217.377,1.529,4.817,28.5,25.13,176.429,180.714666666667,2.08233333333333,1.229,5.571,2.80966666666667,2266.667,1744.44466666667,21.4,31.3666666666667,32.998064516129,-0.168387096774194,-0.521612903225806,47.7320833333333,-0.0554838709677419,-0.135483870967742,-0.235161290322581,12.2,5.62,0.024,35.9,8.6,28.5,0.092,8.1,0.6,0.7,12.8,1.28,8,4.68,0.013,37.5,1,28.6,0.12,7.9,1.3,1.3,0.245,0.792,6.6,4.61,0.00685714285714286,NA,0.00266666666666667,0.006,35.2,0.95,28.7,0.029,NA,0.00173333333333333,8,1.1,1.1,1.297,0.0617272727272727,0.64,7.82,0.252258064516129,16.7003870967742,4.77825806451613,7.92832258064516,0.174516129032258,26.037935483871,32.7815161290323,-0.217354838709677,19.5210322580645,5.79009677419355,8.21948387096774,0.0925806451612903,29.4185161290323,33.1855806451613,-0.213645161290323
"91",175,139.072,157.971818181818,0.894,2.28636363636364,27.58,29.7727272727273,158.5715,181.429,2.026,1.2295,3.6785,3.429,1979.167,1866.667,22.9,25.1,12.4132258064516,0.149677419354839,-0.295483870967742,22.6128571428571,0.241034482758621,0.122413793103448,-0.00517241379310345,12.15,5.8,0.024,34.05,9.65,28.5,0.0585,8.05,0.6,0.8,13.75,1.43,2.5,4.93,0.005,40,0.65,33.3,0.033,8.1,1.5,1.5,0.1095,0.2705,14.6,5.92,0.00857142857142857,NA,0.00233333333333333,0.016,36.1,2.4,33.7,0.035,NA,0.0017,8,1.2,1.2,5.93,0.0453636363636364,1.52,0.18,0.06,9.25903225806452,4.51258064516129,7.89903225806452,0.259354838709677,26.0994516129032,32.2940967741935,0.0468387096774193,14.1295806451613,6.52945161290323,8.21432258064516,0.239354838709677,32.2112903225806,31.8624838709677,0.0618064516129032
"92",176,143.025,140.797,1.294,2.118,25.21,30.86,140.714,159.286,1.6895,1.23,1.786,2.536,1691.667,1537.5,24.4,30.5,34.0096666666667,0.191666666666667,-0.203666666666667,75.6076666666667,0.301,0.220333333333333,0.120666666666667,12.1,5.98,0.024,32.2,10.7,28.5,0.025,8,0.6,0.9,14.7,1.58,9.5,5.6,0.013,36.3,3.4,28.7,0.098,8,1.4,1.7,3.74,0.986,14.4,5.61,0.0102857142857143,NA,0.002,0.01,34.5,4,29.3,0.136,NA,0.00166666666666667,8,1.4,1.4,4.12,0.029,1.42,3.99,0.249375,17.7048666666667,4.05453333333333,7.76846666666667,0.130333333333333,25.8153666666667,30.8558666666667,0.112033333333333,16.2677,5.3563,8.05123333333333,0.306333333333333,30.4055,31.0291,0.109066666666667
"93",177,140.021818181818,148.215,1.13545454545455,2.16,22.7272727272727,27.7,123.214,137.143,1.353,1.1745,2.25,1.643,1525,1208.333,17.65,35.9,21.5012903225806,0.321290322580645,-0.0703225806451613,40.4796428571429,0.446785714285714,0.356785714285714,0.250714285714286,9.7,6.48,0.0175,34.2,7.55,27.75,0.01375,8.05,0.65,0.95,11.421,1.2125,10.8,5.64,0.022,34,4.2,29.6,0.007,8.2,1,1.3,4.36,1.2,13.4,4.2,0.012,NA,0.002,0.014,33.2,3.7,30.3,0.21,NA,0.00163333333333333,7.9,1,1,2.16,NA,1.38,1.75,0.0564516129032258,18.7218709677419,4.80467741935484,7.77406451612903,0.03,24.7681612903226,28.1402903225806,0.298322580645161,17.9681935483871,6.10912903225806,8.11232258064516,0.0532258064516129,31.6343225806452,27.9486451612903,0.279032258064516
