temp,pH,turbidity,NO2,NH4,TOC,TP,TN,salinity,chlorophyll,source
26.509999999999998,8.115,2.69,0.065,1.09,1209.1665,0.27,66.785,27.295,0.415,cleaned
29.9255,7.905,4.95,,14.995,1090.415,0.655,61.095,17.88,7.775000000000001,cleaned
29.16,8.04,5.4,0.1305,2.339,1120.5,0.2905,56.35,16.97,1.3549999999999998,cleaned
31.475,8.105,9.01,0.0825,5.731999999999999,976.65,0.3685,67.5,21.615000000000002,0.75,cleaned
24.515,8.21,4.82,0.7765,4.9895,411.20000000000005,0.353,55.7,13.8,0.51,cleaned
22.674999999999997,8.26,1.89,0.1785,2.23,505.70000000000005,0.4165,58.45,18.884999999999998,0.3499999999999999,cleaned
24.106,7.88,3.19,0.232,5.7495,399.6,0.39349999999999996,33.7,29.47,0.435,cleaned
24.939999999999998,8.190000000000001,2.91,0.2505,6.616,546.0,0.7255,45.85,19.265,0.465,cleaned
29.67,8.13,3.21,,,532.35,0.454,46.7,23.37,0.9750000000000001,cleaned
32.235,8.190000000000001,3.0,0.0715,7.3645,859.15,0.6054999999999999,57.55,21.02,2.4299999999999997,cleaned
29.225,8.15,2.77,0.0885,9.0155,968.75,0.5755,57.95,16.15,1.28,cleaned
24.6595,8.075,13.2,0.4475,5.7195,654.4,0.46799999999999997,53.25,17.355,0.525,cleaned
24.98,8.18,2.51,0.1095,4.739,1177.0,0.3085,71.0,32.49,0.7200000000000001,cleaned
24.71,8.364999999999998,3.48,0.0095,0.4585,749.2,0.726,52.5,22.175,0.28,cleaned
29.575,8.35,2.29,,,933.3,0.402,64.55,24.74,0.345,cleaned
32.74,8.04,3.06,0.175,13.771,944.55,0.375,72.75,34.0,0.45999999999999996,cleaned
31.39,8.15,2.97,0.053500000000000006,3.2279999999999998,1001.5,0.364,67.0,32.53,1.31,cleaned
19.66,8.17,1.11,0.132,9.209,877.915,0.5035000000000001,82.85499999999999,25.94,0.42500000000000004,cleaned
25.271,8.26,4.8,0.2405,7.702,798.35,0.5845,64.05,20.86,3.2550000000000003,cleaned
22.075,8.035,4.81,0.202,14.469999999999999,850.0,0.722,85.12,32.91,6.215,cleaned
21.1,8.15,14.7,0.01,0.42000000000000004,1212.5,1.68,86.28,29.54,40.455,cleaned
19.78,8.12,2.66,0.025,0.52,1079.1665,0.755,81.07,38.63,4.68,cleaned
24.955,7.845,4.06,0.15300000000000002,19.689,606.2,0.528,64.881,34.76,0.965,cleaned
23.72,7.92,21.4,0.0,2.125,1180.0,1.73,99.45,27.14,39.71,cleaned
24.143,8.11,1.19,0.14200000000000002,14.4255,618.8,0.2725,55.068,18.02,0.445,cleaned
25.24,8.22,4.21,0.16949999999999998,6.246,985.4,0.3785,65.80000000000001,35.38,3.86,cleaned
26.69,8.024999999999999,1.77,0.1,2.09,865.0,0.67,73.29,34.94,1.5499999999999998,cleaned
24.09,8.32,2.15,0.0965,2.3195,781.75,0.5734999999999999,73.93,29.67,0.505,cleaned
24.77,8.2,5.67,0.1675,7.9785,940.4,1.3065,81.35,27.155,3.34,cleaned
24.4,8.09,1.42,0.02,0.565,919.4585,0.405,79.29,40.83,0.605,cleaned
27.25,8.22,3.86,0.37,14.5,925.0,0.5645,86.78999999999999,36.155,1.05,cleaned
30.015,8.17,2.73,,,857.1,0.5595000000000001,68.45,28.085,0.585,cleaned
29.32,8.205,2.05,0.028,1.839,876.25,0.402,89.17,40.085,0.57,cleaned
29.93,8.114999999999998,2.86,0.197,14.303,936.25,0.4135,55.09,40.480000000000004,0.765,cleaned
27.09,8.2,0.8,0.02,0.59,774.7085,0.365,64.405,42.76,0.365,cleaned
28.65,8.285,4.52,0.04,0.88,871.665,1.095,67.435,42.265,1.615,cleaned
32.505,8.165,1.47,0.03,1.3050000000000002,1080.4165,0.475,90.475,45.989999999999995,0.38000000000000006,cleaned
32.075,8.125,7.86,0.0595,0.093,1296.6665,1.3065,61.057,35.83,22.6015,cleaned
33.540000000000006,7.98,1.29,0.1275,11.344,705.0,0.4255,60.25,36.985,0.5800000000000001,cleaned
30.49,8.15,0.88,0.041,1.6065,563.9000000000001,0.3435,50.357,39.31,0.655,cleaned
32.415,8.15,1.7,0.065,6.695,865.83,0.417,78.095,35.31,0.725,cleaned
30.28,8.53,4.75,0.035,0.635,949.165,0.775,82.75999999999999,29.585,8.795,cleaned
32.93,8.25,1.09,0.26,1.72,1184.165,0.455,97.16499999999999,46.6,0.985,cleaned
30.53,,0.83,0.04,2.18,511.33349999999996,0.37,43.93,35.465,0.435,cleaned
32.12,8.165,6.8,0.023,0.20550000000000002,1251.5,0.7805,120.94999999999999,34.15,16.9,cleaned
30.775,7.99,8.01,0.078,0.3205,1724.167,1.4100000000000001,64.831,42.425,22.48,cleaned
28.54,7.865,1.13,0.048,5.676,970.0,0.39849999999999997,78.214,36.415,0.345,cleaned
31.18,7.97,3.66,0.08,6.8205,615.75,0.507,61.45,33.63,2.575,cleaned
26.845,8.114999999999998,4.53,0.04,0.25,970.8335,0.61,96.55,37.675,4.67,cleaned
29.439999999999998,7.61,9.11,,16.74,1250.0,2.37,107.91,31.72,34.13,cleaned
31.71,7.975,2.52,0.0675,10.8605,970.0,0.4675,74.765,34.004999999999995,0.71,cleaned
25.205,8.42,4.06,0.028,,827.9000000000001,0.7304999999999999,50.25,28.009999999999998,11.165,cleaned
23.85,7.995,2.13,0.185,7.9350000000000005,391.71000000000004,0.59,35.635000000000005,26.71,0.85,cleaned
25.240000000000002,8.24,4.53,0.086,0.7765,985.1,0.655,64.55,37.985,10.355,cleaned
26.134999999999998,8.64,0.85,0.031,0.288,547.0,0.8220000000000001,32.75,31.74,0.29000000000000004,cleaned
29.41,8.49,1.19,,,620.25,0.3135,50.0,33.24,0.33,cleaned
33.92,8.365,1.2,0.037,4.2865,390.7,0.4545,30.549999999999997,37.46,0.19499999999999998,cleaned
31.784999999999997,8.254999999999999,1.83,0.0445,3.247,670.95,0.451,43.7,37.56,2.09,cleaned
20.26,8.16,1.53,0.046,0.9715,410.41499999999996,0.4685,30.950000000000003,29.34,0.265,cleaned
25.44,8.42,3.34,0.008,,690.45,0.602,42.65,28.33,5.474999999999999,cleaned
22.295,8.175,6.09,0.0775,1.5875,337.25,0.487,32.86,33.16,0.49499999999999994,cleaned
22.525,8.22,14.3,0.08,0.5,496.66499999999996,0.705,28.705,29.53,0.705,cleaned
20.51,8.26,2.19,0.015,0.525,410.0,0.39,26.43,35.32,0.365,cleaned
25.064999999999998,7.875,4.62,0.17049999999999998,6.1845,378.35,0.477,30.833,33.135,0.635,cleaned
24.765,8.2665,0.74,0.186,2.3360000000000003,616.45,0.3765,43.7,23.6,0.63,cleaned
24.165,7.95,3.09,0.195,12.565000000000001,394.33,0.655,40.209999999999994,26.765,1.17,cleaned
24.546,8.24,2.03,0.1905,11.473500000000001,739.5,0.368,52.1265,17.95,0.5800000000000001,cleaned
25.1,8.265,7.27,0.013999999999999999,0.087,1150.0,0.767,73.1,36.99,13.660000000000002,cleaned
25.9,8.57,1.65,0.026,0.273,693.15,0.854,40.85,33.12,0.38000000000000006,cleaned
24.48,8.36,2.08,0.0365,0.4625,707.8,0.5135000000000001,69.405,32.44,0.635,cleaned
24.43,8.22,1.88,0.01,0.16999999999999998,914.5835,0.52,74.885,39.67,0.455,cleaned
26.9,8.26,4.45,0.1,2.7489999999999997,787.6500000000001,0.5225,61.19,37.15,0.85,cleaned
29.35,8.415,1.79,,,865.4,0.3825,63.7,32.915,0.43,cleaned
29.09,8.11,2.9,0.0755,1.5099999999999998,664.29,0.5609999999999999,65.47999999999999,40.64,0.92,cleaned
29.685000000000002,8.245000000000001,4.32,0.0275,0.35,1050.0,0.573,41.129999999999995,43.29,3.76,cleaned
25.58,8.15,1.74,0.035,1.365,641.8335,0.575,58.095,40.36,0.6999999999999998,cleaned
29.493,8.4,4.06,0.06,1.3599999999999999,662.17,0.7,45.75,40.26,0.19000000000000003,cleaned
32.36,8.18,4.91,0.05,2.3200000000000003,623.542,0.61,53.81,42.14,1.745,cleaned
33.955,8.305,1.5,0.028,2.511,470.25,0.40800000000000003,28.35,37.985,0.19000000000000003,cleaned
32.935,8.125,10.2,0.0095,0.328,1379.167,1.78,47.929,41.205,22.445000000000004,cleaned
30.5,8.01,2.28,0.0385,2.1405,360.5,0.34650000000000003,36.1905,37.88,0.565,cleaned
32.42,7.82,2.32,0.057999999999999996,7.35,885.83,0.5145,77.86,38.46,1.15,cleaned
30.51,8.08,1.69,0.03,0.71,540.21,0.455,45.775,32.84,1.68,cleaned
33.26,8.03,0.68,0.17,1.26,598.21,0.33999999999999997,50.185,43.63,0.47,cleaned
30.46,,1.89,0.04,1.3250000000000002,357.042,0.4,28.575,37.06,0.465,cleaned
31.725,8.475000000000001,1.78,0.04,2.0869999999999997,557.1,0.3785,37.35,36.83,0.71,cleaned
31.005000000000003,8.26,7.65,0.009999999999999998,0.2505,1241.5,0.8514999999999999,111.4,37.76,18.735,cleaned
30.72,8.2,2.44,0.041999999999999996,3.9935,581.667,0.463,29.8495,41.08,0.75,cleaned
29.0,7.96,9.41,0.0085,0.2245,1186.67,1.155,129.881,39.9,17.545,cleaned
27.17,7.96,2.22,0.06,2.415,588.375,0.45499999999999996,57.144999999999996,36.65,0.9499999999999998,cleaned
29.37,7.78,5.59,,9.985,369.33500000000004,0.54,39.584999999999994,32.71,2.455,cleaned
32.07,7.9,2.68,0.0545,6.701499999999999,625.5,0.429,53.93,38.21,0.6200000000000001,cleaned
20.48,8.09,1.34,0.0265,0.439,375.78999999999996,0.5525,29.525,29.71,0.575,cleaned
25.615000000000002,8.54,0.75,0.0405,1.5075,526.4,0.5365,32.9,30.225,0.43500000000000005,cleaned
22.520000000000003,8.26,3.62,0.031,0.65,292.70000000000005,0.4665,23.689999999999998,33.19,0.6,cleaned
22.880000000000003,8.215,2.81,0.03,1.47,,0.55,22.575000000000003,29.62,0.24,cleaned
20.1,8.05,5.44,0.02,0.73,355.58349999999996,0.535,25.0,34.81,0.965,cleaned
24.935000000000002,7.99,2.67,0.1405,4.699,358.9,0.47450000000000003,30.0,34.12,0.815,cleaned
24.925,8.32,1.02,0.0805,1.6945000000000001,627.35,0.4375,45.2,25.835,0.69,cleaned
23.85,7.955,1.65,0.11,4.76,403.28999999999996,0.605,33.595,26.83,0.9899999999999999,cleaned
24.444,8.36,2.18,0.239,6.2895,694.95,0.3805,51.1275,16.814999999999998,1.105,cleaned
25.354999999999997,8.245000000000001,7.1,0.0155,0.137,995.85,1.021,70.6,38.54,16.27,cleaned
26.44,8.73,0.82,0.012,0.27,572.95,0.837,35.5,32.42,0.34,cleaned
24.29,8.29,2.11,0.031,0.4015,522.6,0.6054999999999999,52.620000000000005,33.9,0.685,cleaned
24.28,8.34,2.1,0.01,0.5549999999999999,565.2915,0.51,47.620000000000005,37.81,0.55,cleaned
27.14,8.37,2.81,0.034,0.36250000000000004,755.75,0.6065,57.86,37.86,1.29,cleaned
29.29,8.52,1.52,,,628.95,0.3715,49.150000000000006,34.04,0.315,cleaned
29.11,8.25,1.83,0.0455,0.734,732.25,0.534,50.95,38.77,0.665,cleaned
30.0,8.100000000000001,1.59,0.042499999999999996,2.0549999999999997,628.4,0.40549999999999997,31.78,43.504999999999995,0.51,cleaned
27.42,7.96,1.17,0.04,1.76,403.29150000000004,0.44,37.019999999999996,38.78,0.425,cleaned
29.68,8.4,1.46,0.05500000000000001,0.81,604.705,0.54,41.455,39.33,0.255,cleaned
31.27,7.54,1.93,0.04,0.92,752.417,0.65,64.405,42.37,1.87,cleaned
34.0,8.41,1.21,0.024,1.0375,505.45000000000005,0.3865,27.65,38.185,0.655,cleaned
33.09,7.8,2.98,0.032,2.721,876.66665,0.654,31.1505,42.43,2.855,cleaned
30.47,7.94,1.89,0.0235,1.395,354.95000000000005,0.46199999999999997,35.357,37.97,1.4799999999999998,cleaned
32.52,7.83,1.6,0.018,3.562,836.46,0.539,71.07,40.99,0.945,cleaned
30.59,8.19,1.56,0.035,1.46,551.125,0.425,46.980000000000004,34.49,1.05,cleaned
33.38,8.27,0.82,0.21,1.02,860.0,0.45999999999999996,70.77,44.88,0.755,cleaned
30.5,,1.67,0.03,1.18,320.20849999999996,0.46499999999999997,28.215,37.96,1.01,cleaned
31.73,8.28,1.25,0.0345,2.5700000000000003,667.7,0.40549999999999997,45.85,36.96,1.8,cleaned
30.7,7.97,7.36,0.0165,0.241,1215.5,1.0434999999999999,108.44999999999999,37.265,27.255,cleaned
30.68,8.265,4.03,0.0365,0.8089999999999999,606.875,0.5545,24.173000000000002,39.34,5.109999999999999,cleaned
28.86,7.88,11.7,0.0205,0.3015,1268.75,1.6375000000000002,159.762,40.43,31.814999999999998,cleaned
27.26,7.83,1.08,0.06,3.8200000000000003,542.5,0.5,50.0,37.095,0.57,cleaned
29.695,8.19,2.04,,0.965,399.75,0.385,33.755,33.98,0.4749999999999999,cleaned
31.62,7.904999999999999,1.1,0.0245,3.0134999999999996,594.6500000000001,0.46199999999999997,48.215,38.345,1.165,cleaned
19.72,8.09,1.86,0.07999999999999999,0.6819999999999999,338.83500000000004,0.4625,26.189999999999998,29.55,0.395,cleaned
23.53,8.455,0.67,0.07150000000000001,0.082,422.95000000000005,0.2945,28.700000000000003,30.575,0.425,cleaned
20.105,8.17,1.04,0.053500000000000006,0.546,377.35,0.377,17.855,33.545,0.5249999999999999,cleaned
22.81,8.28,0.93,,0.25,439.03999999999996,0.525,23.06,29.53,0.12,cleaned
18.93,8.165,2.9,0.035,0.565,333.875,0.38,21.905,34.22,0.63,cleaned
22.905,8.245000000000001,1.16,0.038,0.9119999999999999,307.6,0.48650000000000004,20.238,34.41,0.5249999999999999,cleaned
25.795,8.2,0.75,0.11,1.88,498.58500000000004,0.5700000000000001,33.519999999999996,29.244999999999997,0.535,cleaned
23.85,8.23,1.45,0.02,2.51,394.5,0.5,30.445,27.009999999999998,1.4649999999999999,cleaned
21.57,8.46,1.5,0.006,0.2455,803.15,0.8685,58.349999999999994,29.92,5.324999999999999,cleaned
26.54,8.3,1.96,0.1795,1.6615,557.7,0.4915,43.885999999999996,23.35,1.11,cleaned
25.3855,8.19,1.65,0.0405,0.3045,711.55,0.5700000000000001,48.8,40.31,5.91,cleaned
24.535,8.445,1.16,0.068,0.3685,558.3,0.355,55.0,33.375,0.315,cleaned
24.971,8.39,0.8,0.015,0.125,632.0,0.425,47.5,38.894999999999996,0.275,cleaned
27.475,8.51,0.86,0.049,0.5375,550.1500000000001,0.4075,39.525,36.644999999999996,0.425,cleaned
27.845,8.69,0.78,0.040999999999999995,0.3175,475.0,0.6995,31.55,32.81,0.25,cleaned
29.875,8.395,0.96,0.0965,0.6475,578.115,0.48150000000000004,49.879999999999995,39.225,0.55,cleaned
30.94,8.64,2.27,,,870.85,0.9475,69.05000000000001,34.835,8.51,cleaned
30.01,8.35,5.2,0.013000000000000001,0.391,852.5,1.0325,40.345,43.2,12.645000000000001,cleaned
26.91,8.335,1.14,0.04,0.395,394.75,0.395,33.925,39.165,0.22,cleaned
28.294,8.29,1.65,0.045,0.4,456.78999999999996,0.48,30.825,39.1,0.63,cleaned
31.525,8.105,1.21,0.05,0.715,704.542,0.445,52.975,42.28,1.235,cleaned
31.93,8.22,1.03,0.0415,1.3125,636.0415,0.449,21.355,40.045,1.255,cleaned
29.67,7.975,2.32,,0.124,298.79999999999995,0.3925,28.0955,37.375,2.58,cleaned
32.91,8.344999999999999,0.56,0.0435,0.9775,368.6,0.4395,17.9,38.01,0.8450000000000001,cleaned
30.285,8.175,0.87,0.026000000000000002,0.46199999999999997,736.46,0.4565,62.86,40.535,0.66,cleaned
30.645,8.379999999999999,1.33,0.04,0.66,538.375,0.34,44.715,36.155,0.7799999999999999,cleaned
32.89,8.215,1.18,0.14,0.92,471.08500000000004,0.335,39.835,42.1,1.265,cleaned
29.91,,0.94,0.04,0.54,401.45849999999996,0.37,28.575,37.265,0.6499999999999999,cleaned
31.465000000000003,8.344999999999999,1.78,0.034,1.4020000000000001,568.625,0.4605,21.817,40.620000000000005,3.7550000000000003,cleaned
27.93,7.99,5.07,0.017499999999999998,0.702,857.5,1.149,104.2855,41.295,17.62,cleaned
32.24,8.04,0.45,0.0645,0.964,662.6,0.253,55.0,37.239999999999995,0.645,cleaned
26.564999999999998,8.17,1.2,0.060000000000000005,0.86,489.875,0.37,45.0,37.54,0.575,cleaned
31.049,8.015,1.49,,3.37,332.16499999999996,0.42000000000000004,29.705,33.635000000000005,0.52,cleaned
27.905,8.23,0.58,0.037000000000000005,0.8955,594.6500000000001,0.314,40.2,35.24,0.58,cleaned
31.455,8.004999999999999,0.95,0.064,1.9165,498.29999999999995,0.40249999999999997,41.55,38.085,1.155,cleaned
20.33,8.265,6.09,0.0315,0.22000000000000003,343.08500000000004,0.48650000000000004,25.119999999999997,29.745,0.44500000000000006,cleaned
23.97,8.44,3.26,0.109,0.4815,483.05,0.2835,35.0,30.76,1.515,cleaned
20.85,8.35,0.66,0.0285,0.308,416.20000000000005,0.344,28.215,33.925,0.29000000000000004,cleaned
21.095,8.23,1.22,0.045,0.265,380.58500000000004,0.5,19.845,30.17,0.18000000000000002,cleaned
18.915,8.274999999999999,1.07,0.025,0.185,325.333,0.405,21.905,35.455,0.43999999999999995,cleaned
23.6,8.355,1.02,0.010499999999999999,0.27649999999999997,313.8,0.536,21.9045,33.980000000000004,3.135,cleaned
26.01,7.995,4.07,,0.855,563.165,0.925,34.805,30.78,9.185,cleaned
24.34,8.24,2.3,0.025,1.48,408.41499999999996,0.56,28.05,28.555,5.830000000000001,cleaned
21.93,8.26,1.34,0.008,0.30200000000000005,516.25,0.6225,38.35,30.87,1.0,cleaned
26.055,8.44,1.51,0.0765,1.0035,503.3,0.3275,39.3995,24.34,0.58,cleaned
25.122500000000002,8.114999999999998,1.41,0.066,0.7330000000000001,900.8,0.411,61.95,39.230000000000004,3.5750000000000006,cleaned
24.17,8.44,0.89,0.0155,0.212,553.2,0.3655,53.455,33.22,0.205,cleaned
24.83,8.445,0.44,0.025,0.17,436.875,0.365,32.5,37.54,0.16,cleaned
27.0745,8.46,0.73,0.08549999999999999,0.714,345.1,0.315,26.79,36.75,0.45,cleaned
27.4,8.53,0.97,0.022,1.464,628.3499999999999,0.7215,46.400000000000006,33.43,0.575,cleaned
29.455,8.5,0.86,0.031,0.34650000000000003,590.115,0.377,47.74,37.52,0.29000000000000004,cleaned
29.93,8.34,1.59,,,329.15,0.246,28.8,37.870000000000005,0.38999999999999996,cleaned
29.17,8.285,1.02,0.019,0.43800000000000006,565.4,0.6505000000000001,27.745,42.53,2.9949999999999997,cleaned
26.9,8.55,0.76,0.025,0.075,323.66650000000004,0.29,25.835,37.86,0.17499999999999996,cleaned
28.4765,8.455,1.29,0.05,0.325,473.08500000000004,0.32,30.3,38.6,0.235,cleaned
30.240000000000002,8.105,1.51,0.08,0.59,602.458,0.31999999999999995,50.0,42.51,0.625,cleaned
30.735,8.065000000000001,1.14,0.039,0.5175000000000001,883.333,0.429,28.2945,39.06,1.875,cleaned
29.78,8.12,0.82,,0.16849999999999998,384.1,0.31,33.5715,37.95,1.8950000000000002,cleaned
30.365000000000002,8.094999999999999,1.02,0.015,0.38849999999999996,464.0,0.4125,18.95,37.525000000000006,0.75,cleaned
30.355,8.395,0.59,0.0265,0.6115,701.705,0.3135,54.760000000000005,41.99,0.615,cleaned
30.665,8.415,2.45,0.04,0.41000000000000003,346.25,0.245,27.564999999999998,35.815,0.725,cleaned
31.92,8.21,0.82,0.15,0.9,582.125,0.25,46.83,42.42,1.21,cleaned
30.21,,0.72,0.04,0.445,283.79150000000004,0.29,17.145,36.870000000000005,0.48,cleaned
32.585,8.34,5.06,0.0095,0.25,1158.75,1.144,50.187,41.85,17.195,cleaned
27.96,7.95,2.97,0.019,0.46549999999999997,735.705,0.722,87.381,39.69,6.510000000000001,cleaned
31.015,7.945,0.59,0.016,0.5165,549.0,0.17149999999999999,46.900000000000006,37.275000000000006,0.665,cleaned
26.564999999999998,8.06,0.89,0.09,0.48,456.208,0.28,42.855000000000004,38.39,0.6750000000000002,cleaned
31.61,8.17,1.39,,0.48,334.83500000000004,0.32,25.715000000000003,35.44,0.9250000000000002,cleaned
28.59,8.59,0.69,0.0245,0.8594999999999999,752.55,0.2635,50.2,37.86,0.945,cleaned
31.94,8.14,0.61,0.0425,0.5215,603.15,0.366,49.17,39.14,1.465,cleaned
24.78,8.34,19.7,0.0635,,925.4,0.665,67.0,19.94,12.574999999999998,cleaned
24.34,8.16,10.5,0.0815,5.2010000000000005,1372.5,0.648,88.5,34.52,12.045,cleaned
24.91,8.18,18.3,0.01,1.912,1360.5,1.7225000000000001,103.05,28.98,14.089999999999998,cleaned
27.78,8.13,13.3,,,1070.0,0.8795,100.25,29.74,10.774999999999999,cleaned
31.91,8.07,10.3,0.017,8.5125,1301.0,0.857,89.15,36.13,10.725000000000001,cleaned
30.38,7.97,21.9,,0.2915,1371.5,1.0365,80.65,33.12,14.695,cleaned
29.24,7.63,18.0,,4.99,1285.83,2.11,104.33,30.26,17.77,cleaned
20.58,8.12,3.23,0.0655,1.5605,517.455,0.5605,40.355000000000004,29.17,0.75,cleaned
24.83,8.455,8.77,0.017,,857.5,0.752,58.45,27.244999999999997,10.495,cleaned
22.14,8.19,11.0,0.0445,1.2835,405.95,0.6245,31.310000000000002,33.14,1.11,cleaned
23.1,7.91,10.9,0.24,12.83,521.5,0.77,37.035,29.68,2.0549999999999997,cleaned
20.630000000000003,8.26,2.61,0.02,0.78,450.625,0.41500000000000004,29.525,35.56,0.3499999999999999,cleaned
25.45,7.98,7.51,0.161,5.7325,412.5,0.5954999999999999,36.4285,33.67,0.8649999999999999,cleaned
24.31,8.34,2.15,0.0735,0.5455,656.75,0.46399999999999997,45.8,23.615000000000002,2.615,cleaned
24.439999999999998,7.88,25.0,0.13,15.719999999999999,522.585,1.04,53.205,27.060000000000002,9.32,cleaned
25.003,8.27,4.15,0.166,18.093,730.3,0.4505,63.6365,15.765,2.435,cleaned
24.67,8.27,4.55,0.009999999999999998,0.1195,1022.5,0.585,69.65,36.425,10.21,cleaned
26.925,8.094999999999999,25.9,0.15,4.23,524.17,0.87,55.01,33.065,2.89,cleaned
25.42,8.605,1.85,0.0335,0.3805,590.75,0.873,35.35,31.8,0.38999999999999996,cleaned
25.055,8.315,5.39,0.051000000000000004,0.5934999999999999,676.2,0.6425000000000001,65.0,33.865,0.8249999999999998,cleaned
25.59,8.27,3.68,0.01,0.01,656.375,0.53,55.835,37.98,0.595,cleaned
23.41,8.43,17.8,0.006,0.237,1064.6,1.5025,93.87,39.120000000000005,17.145,cleaned
29.075,8.485,1.41,,,807.65,0.47450000000000003,58.1,29.225,0.32499999999999996,cleaned
30.105,8.265,3.33,0.042499999999999996,0.666,698.415,0.514,59.64,40.555,0.77,cleaned
30.0,8.395,12.7,0.0085,0.16699999999999998,1023.35,0.8065,48.61,43.0,6.91,cleaned
27.905,8.43,1.67,0.02,0.435,532.75,0.405,41.905,39.475,0.29,cleaned
30.433999999999997,8.155000000000001,6.63,0.485,7.775,686.17,1.12,60.25,40.79,2.09,cleaned
32.474999999999994,8.245000000000001,3.71,0.04,1.755,669.25,0.525,52.855000000000004,43.1,1.14,cleaned
32.425,8.335,1.3,0.0295,1.4215,502.1,0.459,34.0,37.465,0.795,cleaned
32.135000000000005,8.3,9.6,0.0605,0.14500000000000002,1164.1665,1.439,40.926500000000004,39.535,17.295,cleaned
31.215,7.970000000000001,2.7,0.0075,1.0045,349.6,0.352,32.5,37.629999999999995,0.725,cleaned
32.975,8.015,3.84,0.037,3.1965,826.5,0.55,74.285,37.325,1.29,cleaned
31.045,8.16,8.47,0.04,0.45999999999999996,675.17,0.83,63.605000000000004,32.415000000000006,12.585,cleaned
33.855000000000004,7.85,1.68,0.185,4.535,487.21000000000004,0.35,45.2,43.08,0.41,cleaned
31.255000000000003,,2.04,0.02,0.56,377.583,0.425,26.07,36.735,0.48500000000000004,cleaned
29.805,8.344999999999999,2.32,0.0435,1.3035,856.3,0.4085,40.400000000000006,35.735,0.575,cleaned
30.705,8.29,5.83,0.0125,0.22,947.1,0.6685000000000001,86.3,36.4,14.49,cleaned
30.655,8.34,2.02,0.040999999999999995,1.5354999999999999,562.375,0.444,22.737000000000002,40.63,0.9899999999999999,cleaned
29.53,8.035,14.1,0.013999999999999999,0.16499999999999998,1212.915,1.2894999999999999,124.881,38.019999999999996,21.495,cleaned
27.735,8.004999999999999,8.31,0.025,0.24,786.375,1.0,83.33500000000001,36.225,6.359999999999999,cleaned
29.305,7.58,13.9,,7.34,470.66499999999996,0.88,47.12,32.445,19.395,cleaned
32.265,8.02,3.75,0.040999999999999995,6.6355,586.25,0.5235000000000001,52.025,37.15,1.005,cleaned
24.68,8.49,15.9,0.055,,1570.5,1.3665,105.5,23.58,24.179999999999996,cleaned
24.685000000000002,8.23,11.5,0.08549999999999999,0.9924999999999999,1057.5,0.701,79.3,35.945,14.445,cleaned
25.4,8.54,5.56,0.05,0.9450000000000001,664.95,1.022,41.400000000000006,32.24,0.515,cleaned
28.93,8.42,3.2,,,904.2,0.52,65.75,29.77,0.615,cleaned
33.14,8.3,2.33,0.027000000000000003,2.8315,576.5,0.511,38.650000000000006,37.48,0.43,cleaned
31.085,8.265,6.33,0.0595,7.0705,489.75,0.5825,39.45,35.76,1.55,cleaned
21.6,8.38,18.3,0.1375,13.585,1174.585,1.606,142.14,27.41,13.844999999999999,cleaned
25.35,,22.2,0.1075,0.2875,2056.5,1.9935,126.65,14.66,30.959999999999997,cleaned
22.45,8.13,18.8,0.0345,0.02,1706.65,2.3695000000000004,148.335,29.67,33.23,cleaned
24.619999999999997,8.04,14.1,0.12,17.535,627.875,1.0150000000000001,53.425,30.63,10.09,cleaned
21.16,8.15,17.8,0.01,0.7849999999999999,1367.0835,1.71,127.97999999999999,36.65,18.575000000000003,cleaned
25.81,8.11,11.0,0.008,0.1725,1287.05,1.7850000000000001,104.167,29.09,15.924999999999999,cleaned
24.57,8.33,12.2,0.1065,1.45,776.05,0.7495,70.7,21.25,10.815,cleaned
24.135,8.09,28.6,0.0,1.3650000000000002,1476.665,2.165,138.015,29.0,45.775000000000006,cleaned
25.6,8.36,16.6,0.07250000000000001,1.6715,1380.85,1.561,81.59700000000001,8.03,12.530000000000001,cleaned
24.44,8.16,16.4,0.055999999999999994,0.263,1440.0,1.3765,111.75,35.38,22.955,cleaned
27.23,8.015,24.2,0.065,0.91,1087.915,1.755,143.53,32.015,33.33,cleaned
26.15,8.31,31.4,0.0485,0.1585,1654.0,2.542,124.85,31.76,18.16,cleaned
25.57,8.22,11.4,0.151,15.905999999999999,920.85,0.787,114.16499999999999,30.48,1.11,cleaned
25.35,8.04,70.5,0.015,0.11,1575.417,2.33,197.62,42.25,20.045,cleaned
26.51,8.09,6.31,0.0955,2.7035,983.35,0.733,84.75999999999999,36.38,5.074999999999999,cleaned
28.38,8.25,27.0,,,1048.0,1.099,96.35,28.62,9.985,cleaned
29.24,8.47,2.7,0.038,0.6925,959.58,0.9105,116.13,48.45,0.88,cleaned
28.98,8.11,7.91,0.03,1.075,1445.4,1.5265,65.65,49.51,20.76,cleaned
28.29,8.2,10.8,0.02,0.71,1004.167,1.04,100.83,45.61,7.145,cleaned
30.43,8.23,17.6,0.04,0.24,1090.42,1.03,77.195,45.06,8.975000000000001,cleaned
32.12,7.97,12.12,0.06,15.920000000000002,1233.75,0.785,136.19,48.55,11.535000000000002,cleaned
33.01,8.38,12.5,0.015,0.9400000000000001,3066.5,1.6165,169.75,25.6,12.305,cleaned
32.28,8.38,11.0,0.07200000000000001,0.241,2552.558,1.6400000000000001,79.0,26.41,16.27,cleaned
