Project Code,Station ID,Sample ID,Collection_Date,Sample Type New,Collection Method,Matrix,Test Number,Test Name,Storet Code,Value,Sigfig Value,Units
FLAB,FLAB15,FB198FB015UA,8/7/2007,SAMP,G,SA,12,TURBIDITY,82079,0.55,0.6,NTU
FLAB,FLAB15,FB198FB015UA,8/7/2007,SAMP,G,SA,10,"PH, FIELD",406,8.55,8.55,None
FLAB,FLAB15,FB198FB015UA,8/7/2007,SAMP,G,SA,8,DISSOLVED OXYGEN,299,4.26,4.26,mg/L
FLAB,FLAB15,FB198FB015FA,8/7/2007,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",671,-0.00217,-0.00217,mg/L
FLAB,FLAB15,FB198FB015FB,8/7/2007,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",671,-0.00217,-0.00217,mg/L
FLAB,FLAB15,FB198FB015FA,8/7/2007,SAMP,G,SA,20,AMMONIA-N,608,0.007171,0.00717,mg/L
FLAB,FLAB15,FB198FB015FA,8/7/2007,SAMP,G,SA,19,NITRITE-N,613,0.000605,0.0006,mg/L
FLAB,FLAB15,FB198FB015FB,8/7/2007,SAMP,G,SA,19,NITRITE-N,613,0.001004,0.001,mg/L
FLAB,FLAB15,FB198FB015UA,8/7/2007,SAMP,G,SA,80,TOTAL NITROGEN,600,0.47,0.47,mg/L
FLAB,FLAB15,FB198FB015UB,8/7/2007,SAMP,G,SA,80,TOTAL NITROGEN,600,0.46,0.46,mg/L
FLAB,FLAB15,FB198FB015MA,8/7/2007,SAMP,G,SA,61,CHLOROPHYLL-A,49128,0.292,0.3,ug/L
FLAB,FLAB15,FB198FB015MB,8/7/2007,SAMP,G,SA,61,CHLOROPHYLL-A,49128,0.315,0.3,ug/L
FLAB,FLAB15,FB198FB015UA,8/7/2007,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.008215,0.00822,mg/L
FLAB,FLAB15,FB198FB015UB,8/7/2007,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.008696,0.0087,mg/L
FLAB,FLAB15,FB198FB015UAB,8/7/2007,SAMP,G,SA,98,SALINITY,480,39.68,39.7,PSU
FLAB,FLAB15,FB198FB015UAB,8/7/2007,SAMP,G,SA,10,"PH, FIELD",406,8.56,8.56,None
FLAB,FLAB15,FB198FB015UAB,8/7/2007,SAMP,G,SA,8,DISSOLVED OXYGEN,299,4.43,4.43,mg/L
FLAB,FLAB15,FB198FB015UAB,8/7/2007,SAMP,G,SA,7,Temperature,10,30.93,30.9,Deg C
FLAB,FLAB15,FB199FB015UA,9/5/2007,SAMP,G,SA,7,Temperature,10,29.22,29.2,Deg C
FLAB,FLAB15,FB199FB015FB,9/5/2007,SAMP,G,SA,20,AMMONIA-N,608,0.009281,0.00928,mg/L
FLAB,FLAB15,FB199FB015UA,9/5/2007,SAMP,G,SA,98,SALINITY,480,45.93,45.9,PSU
FLAB,FLAB15,FB199FB015UB,9/5/2007,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,810.87,810.87,mg/L
FLAB,FLAB15,FB199FB015UA,9/5/2007,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,793.62,793.62,mg/L
FLAB,FLAB15,FB199FB015FA,9/5/2007,SAMP,G,SA,18,NITRATE+NITRITE-N,631,0.01,0.01,mg/L
FLAB,FLAB15,FB199FB015FB,9/5/2007,SAMP,G,SA,18,NITRATE+NITRITE-N,631,0.01,0.01,mg/L
FLAB,FLAB15,FB199FB015UA,9/5/2007,SAMP,G,SA,12,TURBIDITY,82079,0.92,0.9,NTU
FLAB,FLAB15,FB199FB015UA,9/5/2007,SAMP,G,SA,10,"PH, FIELD",406,8.46,8.46,None
FLAB,FLAB15,FB199FB015UA,9/5/2007,SAMP,G,SA,8,DISSOLVED OXYGEN,299,3.72,3.72,mg/L
FLAB,FLAB15,FB199FB015FA,9/5/2007,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",671,0.002387,0.00239,mg/L
FLAB,FLAB15,FB199FB015FB,9/5/2007,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",671,0.002188,0.00219,mg/L
FLAB,FLAB15,FB199FB015FA,9/5/2007,SAMP,G,SA,20,AMMONIA-N,608,0.009745,0.00974,mg/L
FLAB,FLAB15,FB199FB015FA,9/5/2007,SAMP,G,SA,19,NITRITE-N,613,0.002451,0.00245,mg/L
FLAB,FLAB15,FB199FB015FB,9/5/2007,SAMP,G,SA,19,NITRITE-N,613,0.001727,0.00173,mg/L
FLAB,FLAB15,FB199FB015UA,9/5/2007,SAMP,G,SA,80,TOTAL NITROGEN,600,0.34,0.34,mg/L
FLAB,FLAB15,FB199FB015UB,9/5/2007,SAMP,G,SA,80,TOTAL NITROGEN,600,0.33,0.33,mg/L
FLAB,FLAB15,FB199FB015MA,9/5/2007,SAMP,G,SA,61,CHLOROPHYLL-A,49128,0.653,0.7,ug/L
FLAB,FLAB15,FB199FB015MB,9/5/2007,SAMP,G,SA,61,CHLOROPHYLL-A,49128,0.599,0.6,ug/L
FLAB,FLAB15,FB199FB015UA,9/5/2007,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.01,0.01,mg/L
FLAB,FLAB15,FB199FB015UB,9/5/2007,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.01,0.01,mg/L
FLAB,FLAB15,FB199FB015UAB,9/5/2007,SAMP,G,SA,98,SALINITY,480,45.93,45.9,PSU
FLAB,FLAB15,FB199FB015UAB,9/5/2007,SAMP,G,SA,10,"PH, FIELD",406,8.47,8.47,None
FLAB,FLAB15,FB199FB015UAB,9/5/2007,SAMP,G,SA,8,DISSOLVED OXYGEN,299,3.73,3.73,mg/L
FLAB,FLAB15,FB199FB015UAB,9/5/2007,SAMP,G,SA,7,Temperature,10,29.24,29.2,Deg C
FLAB,FLAB15,FB200FB015,10/4/2007,SAMP,G,SA,7,Temperature,10,26.72,26.7,Deg C
FLAB,FLAB15,FB200FB015,10/4/2007,SAMP,G,SA,98,SALINITY,480,33.57,33.6,PSU
FLAB,FLAB15,FB200FB015,10/4/2007,SAMP,G,SA,12,TURBIDITY,82079,4.41,4.4,NTU
FLAB,FLAB15,FB200FB015,10/4/2007,SAMP,G,SA,10,"PH, FIELD",406,8.22,8.22,None
FLAB,FLAB15,FB200FB015,10/4/2007,SAMP,G,SA,8,DISSOLVED OXYGEN,299,7.46,7.46,mg/L
FLAB,FLAB15,FB200FB015,10/4/2007,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",671,-0.00217,-0.00217,mg/L
FLAB,FLAB15,FB200FB015,10/4/2007,SAMP,G,SA,20,AMMONIA-N,608,0.01189608,0.0119,mg/L
FLAB,FLAB15,FB200FB015,10/4/2007,SAMP,G,SA,19,NITRITE-N,613,0.001298,0.0013,mg/L
FLAB,FLAB15,FB200FB015,10/4/2007,SAMP,G,SA,80,TOTAL NITROGEN,600,1.14200804,1.14201,mg/L
FLAB,FLAB15,FB200FB015,10/4/2007,SAMP,G,SA,61,CHLOROPHYLL-A,49128,5.8744,5.9,ug/L
FLAB,FLAB15,FB200FB015,10/4/2007,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.02249856,0.0225,mg/L
FLAB,FLAB15,FB200FB015,10/4/2007,SAMP,G,SA,18,NITRATE+NITRITE-N,631,-0.00238,-0.00238,mg/L
FLAB,FLAB15,FB200FB015,10/4/2007,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,16.7600001,16.76,mg/L
FLAB,FLAB15,FB200FB015B,10/4/2007,FD,G,SA,8,DISSOLVED OXYGEN,299,7.27,7.27,mg/L
FLAB,FLAB15,FB200FB015B,10/4/2007,FD,G,SA,10,"PH, FIELD",406,8.23,8.23,None
FLAB,FLAB15,FB200FB015B,10/4/2007,FD,G,SA,7,Temperature,10,26.29,26.3,Deg C
FLAB,FLAB15,FB200FB015B,10/4/2007,FD,G,SA,98,SALINITY,480,33.71,33.7,PSU
FLAB,FLAB15,FB201FB015,11/7/2007,SAMP,G,SA,7,Temperature,10,23.43,23.4,Deg C
FLAB,FLAB15,FB201FB015,11/7/2007,SAMP,G,SA,98,SALINITY,480,23.58,23.6,PSU
FLAB,FLAB15,FB201FB015,11/7/2007,SAMP,G,SA,12,TURBIDITY,82079,0.67,0.7,NTU
FLAB,FLAB15,FB201FB015,11/7/2007,SAMP,G,SA,10,"PH, FIELD",406,8.55,8.55,None
FLAB,FLAB15,FB201FB015,11/7/2007,SAMP,G,SA,8,DISSOLVED OXYGEN,299,8.4,8.4,mg/L
FLAB,FLAB15,FB201FB015,11/7/2007,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",671,-0.00217,-0.00217,mg/L
FLAB,FLAB15,FB201FB015,11/7/2007,SAMP,G,SA,20,AMMONIA-N,608,0.00746842,0.00747,mg/L
FLAB,FLAB15,FB201FB015,11/7/2007,SAMP,G,SA,19,NITRITE-N,613,0.0006487,0.00065,mg/L
FLAB,FLAB15,FB201FB015,11/7/2007,SAMP,G,SA,80,TOTAL NITROGEN,600,0.50056022,0.50056,mg/L
FLAB,FLAB15,FB201FB015,11/7/2007,SAMP,G,SA,61,CHLOROPHYLL-A,49128,0.1428,0.1,ug/L
FLAB,FLAB15,FB201FB015,11/7/2007,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.01034019,0.01034,mg/L
FLAB,FLAB15,FB201FB015,11/7/2007,SAMP,G,SA,18,NITRATE+NITRITE-N,631,0.01430276,0.0143,mg/L
FLAB,FLAB15,FB201FB015,11/7/2007,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,11.4450001,11.445,mg/L
FLAB,FLAB15,FB201FB015B,11/7/2007,FD,G,SA,8,DISSOLVED OXYGEN,299,9.25,9.25,mg/L
FLAB,FLAB15,FB201FB015B,11/7/2007,FD,G,SA,10,"PH, FIELD",406,8.56,8.56,None
FLAB,FLAB15,FB201FB015B,11/7/2007,FD,G,SA,7,Temperature,10,23.15,23.2,Deg C
FLAB,FLAB15,FB201FB015B,11/7/2007,FD,G,SA,98,SALINITY,480,23.78,23.8,PSU
FLAB,FLAB15,FB202FB015,12/7/2007,SAMP,G,SA,7,Temperature,10,25.27,25.3,Deg C
FLAB,FLAB15,FB202FB015,12/7/2007,SAMP,G,SA,98,SALINITY,480,30.24,30.2,PSU
FLAB,FLAB15,FB202FB015,12/7/2007,SAMP,G,SA,12,TURBIDITY,82079,2.79,2.8,NTU
FLAB,FLAB15,FB202FB015,12/7/2007,SAMP,G,SA,10,"PH, FIELD",406,8.73,8.73,None
FLAB,FLAB15,FB202FB015,12/7/2007,SAMP,G,SA,8,DISSOLVED OXYGEN,299,7.63,7.63,mg/L
FLAB,FLAB15,FB202FB015,12/7/2007,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",671,0.00249801,0.0025,mg/L
FLAB,FLAB15,FB202FB015,12/7/2007,SAMP,G,SA,20,AMMONIA-N,608,0.01082547,0.01083,mg/L
FLAB,FLAB15,FB202FB015,12/7/2007,SAMP,G,SA,19,NITRITE-N,613,0.00120463,0.0012,mg/L
FLAB,FLAB15,FB202FB015,12/7/2007,SAMP,G,SA,80,TOTAL NITROGEN,600,0.61281782,0.61282,mg/L
FLAB,FLAB15,FB202FB015,12/7/2007,SAMP,G,SA,61,CHLOROPHYLL-A,49128,2.1922,2.2,ug/L
FLAB,FLAB15,FB202FB015,12/7/2007,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.01895546,0.01896,mg/L
FLAB,FLAB15,FB202FB015,12/7/2007,SAMP,G,SA,18,NITRATE+NITRITE-N,631,0.00862492,0.00862,mg/L
FLAB,FLAB15,FB202FB015,12/7/2007,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,13.7000001,13.7,mg/L
FLAB,FLAB15,FB202FB015B,12/7/2007,FD,G,SA,8,DISSOLVED OXYGEN,299,8.55,8.55,mg/L
FLAB,FLAB15,FB202FB015B,12/7/2007,FD,G,SA,10,"PH, FIELD",406,8.77,8.77,None
FLAB,FLAB15,FB202FB015B,12/7/2007,FD,G,SA,7,Temperature,10,24.73,24.7,Deg C
FLAB,FLAB15,FB202FB015B,12/7/2007,FD,G,SA,98,SALINITY,480,35.2,35.2,PSU
FLAB,FLAB15,FB203FB015,1/9/2008,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,12.4150001,12.415,mg/L
FLAB,FLAB15,FB203FB015,1/9/2008,SAMP,G,SA,10,"PH, FIELD",406,8.42,8.42,None
FLAB,FLAB15,FB203FB015,1/9/2008,SAMP,G,SA,98,SALINITY,480,32.98,33,PSU
FLAB,FLAB15,FB203FB015,1/9/2008,SAMP,G,SA,7,Temperature,10,22.27,22.3,Deg C
FLAB,FLAB15,FB203FB015,1/9/2008,SAMP,G,SA,61,CHLOROPHYLL-A,49128,3.2882,3.3,ug/L
FLAB,FLAB15,FB203FB015,1/9/2008,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.01888887,0.01889,mg/L
FLAB,FLAB15,FB203FB015,1/9/2008,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",671,0.00174239,0.00174,mg/L
FLAB,FLAB15,FB203FB015,1/9/2008,SAMP,G,SA,80,TOTAL NITROGEN,600,0.49627342,0.49627,mg/L
FLAB,FLAB15,FB203FB015,1/9/2008,SAMP,G,SA,18,NITRATE+NITRITE-N,631,-0.00392,-0.00392,mg/L
FLAB,FLAB15,FB203FB015,1/9/2008,SAMP,G,SA,19,NITRITE-N,613,0.00070459,0.0007,mg/L
FLAB,FLAB15,FB203FB015,1/9/2008,SAMP,G,SA,20,AMMONIA-N,608,0.0050318,0.005,mg/L
FLAB,FLAB15,FB203FB015,1/9/2008,SAMP,G,SA,8,DISSOLVED OXYGEN,299,8.01,8.01,mg/L
FLAB,FLAB15,FB203FB015,1/9/2008,SAMP,G,SA,12,TURBIDITY,82079,4.33,4.3,NTU
FLAB,FLAB15,FB203FB015B,1/9/2008,SAMP,G,SA,8,DISSOLVED OXYGEN,299,9.24,9.24,mg/L
FLAB,FLAB15,FB203FB015B,1/9/2008,SAMP,G,SA,12,TURBIDITY,82079,4.33,4.3,NTU
FLAB,FLAB15,FB203FB015B,1/9/2008,SAMP,G,SA,10,"PH, FIELD",406,8.61,8.61,None
FLAB,FLAB15,FB203FB015B,1/9/2008,SAMP,G,SA,7,Temperature,10,21.64,21.6,Deg C
FLAB,FLAB15,FB203FB015B,1/9/2008,SAMP,G,SA,98,SALINITY,480,33.12,33.1,PSU
FLAB,FLAB15,FB204FB015,2/8/2008,SAMP,G,SA,7,Temperature,10,26.69,26.7,Deg C
FLAB,FLAB15,FB204FB015,2/8/2008,SAMP,G,SA,8,DISSOLVED OXYGEN,299,9.56,9.56,mg/L
FLAB,FLAB15,FB204FB015,2/8/2008,SAMP,G,SA,10,"PH, FIELD",406,8.68,8.68,None
FLAB,FLAB15,FB204FB015,2/8/2008,SAMP,G,SA,12,TURBIDITY,82079,2.78,2.8,NTU
FLAB,FLAB15,FB204FB015,2/8/2008,SAMP,G,SA,98,SALINITY,480,39.24,39.2,PSU
FLAB,FLAB15,FB204FB015,2/8/2008,SAMP,G,SA,18,NITRATE+NITRITE-N,631,-0.00392,-0.00392,mg/L
FLAB,FLAB15,FB204FB015,2/8/2008,SAMP,G,SA,19,NITRITE-N,613,-0.00056,-0.00056,mg/L
FLAB,FLAB15,FB204FB015,2/8/2008,SAMP,G,SA,20,AMMONIA-N,608,-0.0049,-0.0049,mg/L
FLAB,FLAB15,FB204FB015,2/8/2008,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",671,-0.00155,-0.00155,mg/L
FLAB,FLAB15,FB204FB015,2/8/2008,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.01797868,0.01798,mg/L
FLAB,FLAB15,FB204FB015,2/8/2008,SAMP,G,SA,61,CHLOROPHYLL-A,49128,3.3087,3.3,ug/L
FLAB,FLAB15,FB204FB015,2/8/2008,SAMP,G,SA,80,TOTAL NITROGEN,600,0.95494563,0.95495,mg/L
FLAB,FLAB15,FB204FB015,2/8/2008,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,9.55950008,9.5595,mg/L
FLAB,FLAB15,FB204FB015B,2/8/2008,SAMP,G,SA,98,SALINITY,480,39.21,39.2,PSU
FLAB,FLAB15,FB204FB015B,2/8/2008,SAMP,G,SA,12,TURBIDITY,82079,2.78,2.8,NTU
FLAB,FLAB15,FB204FB015B,2/8/2008,SAMP,G,SA,8,DISSOLVED OXYGEN,299,9.05,9.05,mg/L
FLAB,FLAB15,FB204FB015B,2/8/2008,SAMP,G,SA,7,Temperature,10,26.67,26.7,Deg C
FLAB,FLAB15,FB204FB015B,2/8/2008,SAMP,G,SA,10,"PH, FIELD",406,8.69,8.69,None
FLAB,FLAB15,FB205FB015,3/5/2008,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",671,-0.00155,-0.00155,mg/L
FLAB,FLAB15,FB205FB015,3/5/2008,SAMP,G,SA,12,TURBIDITY,82079,1.36,1.4,NTU
FLAB,FLAB15,FB205FB015,3/5/2008,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.02358695,0.02359,mg/L
FLAB,FLAB15,FB205FB015,3/5/2008,SAMP,G,SA,8,DISSOLVED OXYGEN,299,8.74,8.74,mg/L
FLAB,FLAB15,FB205FB015,3/5/2008,SAMP,G,SA,61,CHLOROPHYLL-A,49128,0.7273,0.7,ug/L
FLAB,FLAB15,FB205FB015,3/5/2008,SAMP,G,SA,19,NITRITE-N,613,-0.00056,-0.00056,mg/L
FLAB,FLAB15,FB205FB015,3/5/2008,SAMP,G,SA,10,"PH, FIELD",406,8.68,8.68,None
FLAB,FLAB15,FB205FB015,3/5/2008,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,7.75850007,7.7585,mg/L
FLAB,FLAB15,FB205FB015,3/5/2008,SAMP,G,SA,7,Temperature,10,26.61,26.6,Deg C
FLAB,FLAB15,FB205FB015,3/5/2008,SAMP,G,SA,98,SALINITY,480,39.66,39.7,PSU
FLAB,FLAB15,FB205FB015,3/5/2008,SAMP,G,SA,80,TOTAL NITROGEN,600,0.61572002,0.61572,mg/L
FLAB,FLAB15,FB205FB015,3/5/2008,SAMP,G,SA,18,NITRATE+NITRITE-N,631,-0.00392,-0.00392,mg/L
FLAB,FLAB15,FB205FB015,3/5/2008,SAMP,G,SA,20,AMMONIA-N,608,0.01195035,0.012,mg/L
FLAB,FLAB15,FB205FB015B,3/5/2008,SAMP,G,SA,98,SALINITY,480,39.67,39.7,PSU
FLAB,FLAB15,FB205FB015B,3/5/2008,SAMP,G,SA,12,TURBIDITY,82079,1.36,1.4,NTU
FLAB,FLAB15,FB205FB015B,3/5/2008,SAMP,G,SA,8,DISSOLVED OXYGEN,299,8.96,8.96,mg/L
FLAB,FLAB15,FB205FB015B,3/5/2008,SAMP,G,SA,7,Temperature,10,26.65,26.6,Deg C
FLAB,FLAB15,FB205FB015B,3/5/2008,SAMP,G,SA,10,"PH, FIELD",406,8.7,8.7,None
FLAB,FLAB15,FB206FB015,4/2/2008,SAMP,G,SA,10,"PH, FIELD",406,8.67,8.67,None
FLAB,FLAB15,FB206FB015,4/2/2008,SAMP,G,SA,8,DISSOLVED OXYGEN,299,7.98,7.98,mg/L
FLAB,FLAB15,FB206FB015,4/2/2008,SAMP,G,SA,7,Temperature,10,27.34,27.3,Deg C
FLAB,FLAB15,FB206FB015,4/2/2008,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,12.5250001,12.525,mg/L
FLAB,FLAB15,FB206FB015,4/2/2008,SAMP,G,SA,98,SALINITY,480,41.89,41.9,PSU
FLAB,FLAB15,FB206FB015,4/2/2008,SAMP,G,SA,80,TOTAL NITROGEN,600,0.85568843,0.85569,mg/L
FLAB,FLAB15,FB206FB015,4/2/2008,SAMP,G,SA,61,CHLOROPHYLL-A,49128,0.1946,0.2,ug/L
FLAB,FLAB15,FB206FB015,4/2/2008,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.00972509,0.00973,mg/L
FLAB,FLAB15,FB206FB015,4/2/2008,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",671,-0.00155,-0.00155,mg/L
FLAB,FLAB15,FB206FB015,4/2/2008,SAMP,G,SA,20,AMMONIA-N,608,0.00530676,0.0053,mg/L
FLAB,FLAB15,FB206FB015,4/2/2008,SAMP,G,SA,19,NITRITE-N,613,0.00075938,0.00076,mg/L
FLAB,FLAB15,FB206FB015,4/2/2008,SAMP,G,SA,18,NITRATE+NITRITE-N,631,-0.00392,-0.00392,mg/L
FLAB,FLAB15,FB206FB015,4/2/2008,SAMP,G,SA,12,TURBIDITY,82079,1.07,1.1,NTU
FLAB,FLAB15,FB206FB015B,4/2/2008,SAMP,G,SA,12,TURBIDITY,82079,1.07,1.1,NTU
FLAB,FLAB15,FB206FB015B,4/2/2008,SAMP,G,SA,98,SALINITY,480,41.95,42,PSU
FLAB,FLAB15,FB206FB015B,4/2/2008,SAMP,G,SA,7,Temperature,10,27.35,27.4,Deg C
FLAB,FLAB15,FB206FB015B,4/2/2008,SAMP,G,SA,8,DISSOLVED OXYGEN,299,8.12,8.12,mg/L
FLAB,FLAB15,FB206FB015B,4/2/2008,SAMP,G,SA,10,"PH, FIELD",406,8.67,8.67,None
FLAB,FLAB15,FB207FB015,5/7/2008,SAMP,G,SA,12,TURBIDITY,82079,0.5,0.5,NTU
FLAB,FLAB15,FB207FB015,5/7/2008,SAMP,G,SA,18,NITRATE+NITRITE-N,631,0.00516025,0.00516,mg/L
FLAB,FLAB15,FB207FB015,5/7/2008,SAMP,G,SA,19,NITRITE-N,613,0.0005683,0.00057,mg/L
FLAB,FLAB15,FB207FB015,5/7/2008,SAMP,G,SA,20,AMMONIA-N,608,0.01207868,0.0121,mg/L
FLAB,FLAB15,FB207FB015,5/7/2008,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",671,0.00168077,0.00168,mg/L
FLAB,FLAB15,FB207FB015,5/7/2008,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.0122694,0.01227,mg/L
FLAB,FLAB15,FB207FB015,5/7/2008,SAMP,G,SA,61,CHLOROPHYLL-A,49128,0.2663,0.3,ug/L
FLAB,FLAB15,FB207FB015,5/7/2008,SAMP,G,SA,80,TOTAL NITROGEN,600,0.92769743,0.9277,mg/L
FLAB,FLAB15,FB207FB015,5/7/2008,SAMP,G,SA,98,SALINITY,480,45.23,45.2,PSU
FLAB,FLAB15,FB207FB015,5/7/2008,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,13.8550001,13.855,mg/L
FLAB,FLAB15,FB207FB015,5/7/2008,SAMP,G,SA,7,Temperature,10,28.55,28.6,Deg C
FLAB,FLAB15,FB207FB015,5/7/2008,SAMP,G,SA,8,DISSOLVED OXYGEN,299,6.08,6.08,mg/L
FLAB,FLAB15,FB207FB015,5/7/2008,SAMP,G,SA,10,"PH, FIELD",406,8.6,8.6,None
FLAB,FLAB15,FB207FB015B,5/7/2008,SAMP,G,SA,12,TURBIDITY,82079,0.5,0.5,NTU
FLAB,FLAB15,FB207FB015B,5/7/2008,SAMP,G,SA,7,Temperature,10,28.26,28.3,Deg C
FLAB,FLAB15,FB207FB015B,5/7/2008,SAMP,G,SA,98,SALINITY,480,46.23,46.2,PSU
FLAB,FLAB15,FB207FB015B,5/7/2008,SAMP,G,SA,8,DISSOLVED OXYGEN,299,6.9,6.9,mg/L
FLAB,FLAB15,FB207FB015B,5/7/2008,SAMP,G,SA,10,"PH, FIELD",406,8.65,8.65,None
FLAB,FLAB15,FB208FB015,6/4/2008,SAMP,G,SA,98,SALINITY,480,49.34,49.3,PSU
FLAB,FLAB15,FB208FB015,6/4/2008,SAMP,G,SA,20,AMMONIA-N,608,-0.0049,-0.0049,mg/L
FLAB,FLAB15,FB208FB015,6/4/2008,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.01798502,0.01799,mg/L
FLAB,FLAB15,FB208FB015,6/4/2008,SAMP,G,SA,18,NITRATE+NITRITE-N,631,0.0105094,0.01051,mg/L
FLAB,FLAB15,FB208FB015,6/4/2008,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,8.19100007,8.191,mg/L
FLAB,FLAB15,FB208FB015,6/4/2008,SAMP,G,SA,19,NITRITE-N,613,0.00074632,0.00075,mg/L
FLAB,FLAB15,FB208FB015,6/4/2008,SAMP,G,SA,7,Temperature,10,29.98,30,Deg C
FLAB,FLAB15,FB208FB015,6/4/2008,SAMP,G,SA,61,CHLOROPHYLL-A,49128,0.3893,0.4,ug/L
FLAB,FLAB15,FB208FB015,6/4/2008,SAMP,G,SA,80,TOTAL NITROGEN,600,0.34944841,0.34945,mg/L
FLAB,FLAB15,FB208FB015,6/4/2008,SAMP,G,SA,10,"PH, FIELD",406,8.68,8.68,None
FLAB,FLAB15,FB208FB015,6/4/2008,SAMP,G,SA,12,TURBIDITY,82079,1.31,1.3,NTU
FLAB,FLAB15,FB208FB015,6/4/2008,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",671,0.00157681,0.00158,mg/L
FLAB,FLAB15,FB208FB015,6/4/2008,SAMP,G,SA,8,DISSOLVED OXYGEN,299,6.46,6.46,mg/L
FLAB,FLAB15,FB208FB015B,6/4/2008,SAMP,G,SA,10,"PH, FIELD",406,8.68,8.68,None
FLAB,FLAB15,FB208FB015B,6/4/2008,SAMP,G,SA,98,SALINITY,480,49.32,49.3,PSU
FLAB,FLAB15,FB208FB015B,6/4/2008,SAMP,G,SA,7,Temperature,10,29.98,30,Deg C
FLAB,FLAB15,FB208FB015B,6/4/2008,SAMP,G,SA,8,DISSOLVED OXYGEN,299,6.13,6.13,mg/L
FLAB,FLAB15,FB208FB015B,6/4/2008,SAMP,G,SA,12,TURBIDITY,82079,1.31,1.3,NTU
FLAB,FLAB15,P42963-6,1/7/2009,SAMP,G,SA,7,Temperature,10,23.9,23.9,Deg C
FLAB,FLAB15,P42963-6,1/7/2009,SAMP,G,SA,78,NITRATE-N,620,-0.005,-0.005,mg/L
FLAB,FLAB15,P42963-6,1/7/2009,SAMP,G,SA,8,DISSOLVED OXYGEN,299,6.82,6.82,mg/L
FLAB,FLAB15,P42963-6,1/7/2009,SAMP,G,SA,61,CHLOROPHYLL-A,49128,12,12,ug/L
FLAB,FLAB15,P42963-6,1/7/2009,SAMP,G,SA,9,"SP CONDUCTIVITY, FIELD",94,56579,"56,579",uS/cm
FLAB,FLAB15,P42963-6,1/7/2009,SAMP,G,SA,113,CHLOROPHYLL-C,32214,-1,-1,ug/L
FLAB,FLAB15,P42963-6,1/7/2009,SAMP,G,SA,10,"PH, FIELD",400,8.4,8.4,None
FLAB,FLAB15,P42963-6,1/7/2009,SAMP,G,SA,64,PHEOPHYTIN,32218,-1,-1,ug/L
FLAB,FLAB15,P42963-6,1/7/2009,SAMP,G,SA,11,SECCHI DISK DEPTH,,1.1,1.1,meters
FLAB,FLAB15,P42963-6,1/7/2009,SAMP,G,SA,98,SALINITY,480,37.7,37.7,PSU
FLAB,FLAB15,P42963-6,1/7/2009,SAMP,G,SA,12,TURBIDITY,82079,3.2,3.2,NTU
FLAB,FLAB15,P42963-6,1/7/2009,SAMP,G,SA,63,CAROTENOIDS,99912,10.3,10,ug/L
FLAB,FLAB15,P42963-6,1/7/2009,SAMP,G,SA,18,NITRATE+NITRITE-N,631,-0.005,-0.005,mg/L
FLAB,FLAB15,P42963-6,1/7/2009,SAMP,G,SA,178,"CHLOROPHYLL-A, SALINE",70953,12.8378863,12.8379,ug/L
