#Merged Datasets Daily/Validated from 2011-01-01 to 2024-11-30
#Date,TB/chlorophyll2,TB/cond2,TB/depth,TB/dissolved_oxygen,TB/pH,TB/FDOM,TB/rain,TB/salinity2,TB/surface_temperature,TB/turbidity2,TB/stage
2018-12-01,13.653,47.053,0.464,6.898,8.189,78.961,0.000,30.613,21.644,22.026,0.102
2018-12-02,13.699,50.566,0.497,6.655,8.226,61.598,0.000,33.163,23.853,24.557,0.223
2018-12-03,13.489,48.988,0.473,5.819,8.132,69.305,0.000,32.015,25.989,24.923,0.140
2018-12-04,14.062,47.368,0.431,5.311,8.073,79.798,0.000,30.840,27.283,26.915,0.008
2018-12-05,13.957,43.722,0.387,6.520,8.075,89.660,0.000,28.212,24.875,31.023,-0.444
2018-12-06,13.384,38.040,0.321,8.119,8.156,106.047,0.000,24.188,19.628,31.140,-0.949
2018-12-07,12.947,38.471,0.429,8.217,8.140,100.923,0.000,24.490,20.357,27.695,-0.612
2018-12-08,12.798,42.834,0.473,7.216,8.019,89.036,0.070,27.584,21.771,28.242,-0.367
2018-12-09,13.039,43.992,0.516,6.827,7.990,82.553,0.010,28.404,24.180,29.081,-0.076
2018-12-10,12.848,45.085,0.520,7.143,8.003,79.292,0.010,29.187,23.769,28.333,-0.121
2018-12-11,12.762,43.569,0.452,7.890,8.088,84.653,0.000,28.101,20.736,27.718,-0.519
2018-12-12,12.371,40.727,0.341,8.169,8.158,91.169,0.000,26.080,18.396,27.139,-0.848
2018-12-13,12.383,45.127,0.434,7.129,7.993,81.410,0.060,29.222,20.171,26.901,-0.440
2018-12-14,12.294,47.935,0.510,7.205,7.959,71.183,0.000,31.248,22.418,26.770,-0.131
2018-12-15,12.960,47.151,0.500,6.818,7.973,71.581,0.180,30.680,23.625,28.731,-0.187
2018-12-16,12.966,44.571,0.465,6.809,8.033,77.446,0.000,28.819,23.602,28.701,-0.362
2018-12-17,12.496,42.196,0.391,7.453,8.138,81.518,0.000,27.122,22.146,29.073,-0.591
2018-12-18,12.430,40.380,0.391,8.096,8.215,87.279,0.000,25.839,20.900,25.530,-0.553
2018-12-19,12.214,42.460,0.401,7.520,8.118,81.320,0.000,27.314,21.720,24.215,-0.435
2018-12-20,12.548,46.011,0.495,6.771,8.007,70.151,1.190,29.857,23.675,26.272,0.075
2018-12-21,14.926,50.771,0.659,6.769,7.974,47.041,0.000,33.315,22.108,115.604,0.558
2018-12-22,13.206,50.076,0.635,6.231,7.894,66.078,0.000,32.811,20.109,31.143,0.188
2018-12-23,12.880,45.421,0.430,7.336,8.051,89.017,0.000,29.431,19.525,24.197,-0.564
2018-12-24,13.027,41.871,0.348,7.874,8.103,100.101,0.000,26.890,19.874,22.647,-0.805
2018-12-25,13.182,40.232,0.333,8.083,8.116,103.350,0.000,25.728,20.352,22.617,-0.820
2018-12-26,13.845,41.410,0.344,7.500,8.041,97.864,0.000,26.563,21.271,24.543,-0.789
2018-12-27,13.881,42.580,0.377,7.666,8.016,93.551,0.000,27.395,22.703,26.862,-0.639
2018-12-28,13.501,43.194,0.486,7.154,8.002,88.395,0.000,27.834,24.315,24.530,-0.301
2018-12-29,13.155,43.785,0.446,7.370,8.019,85.448,0.000,28.255,25.108,21.529,-0.458
2018-12-30,12.850,43.021,0.383,7.148,8.033,87.918,0.000,27.709,25.715,19.922,-0.652
2018-12-31,12.662,42.084,0.394,7.223,8.063,90.752,0.000,27.042,25.214,19.376,-0.613
2019-01-01,12.494,42.293,0.409,6.947,8.048,89.092,0.000,27.192,25.421,18.744,-0.566
2019-01-02,12.383,41.111,0.358,6.821,8.069,90.497,0.000,26.350,25.522,19.243,-0.720
2019-01-03,12.142,41.454,0.391,7.039,8.060,91.313,0.000,26.593,26.154,19.171,-0.537
2019-01-04,12.244,42.657,0.441,6.616,8.029,84.430,0.000,27.451,26.352,19.629,-0.342
2019-01-05,12.279,42.801,0.437,6.845,8.028,82.799,0.000,27.552,25.188,22.396,-0.376
2019-01-06,11.707,41.341,0.377,7.676,8.132,87.315,0.000,26.515,22.007,17.624,-0.650
2019-01-07,11.549,41.468,0.396,7.851,8.133,84.425,0.000,26.605,22.021,17.328,-0.629
2019-01-08,11.487,42.564,0.400,7.688,8.093,81.324,0.000,27.383,23.074,16.621,-0.608
2019-01-09,11.472,42.281,0.383,7.911,8.121,80.112,0.000,27.181,23.287,17.850,-0.595
2019-01-10,11.761,39.602,0.288,8.054,8.211,84.747,0.000,25.285,19.546,28.410,-0.875
2019-01-11,11.186,39.184,0.347,8.637,8.238,84.456,0.000,24.991,17.821,18.433,-0.728
2019-01-12,10.570,45.233,0.448,8.075,8.109,67.658,0.000,29.312,19.768,15.977,-0.450
2019-01-13,10.668,45.712,0.455,7.524,8.082,65.296,0.010,29.641,22.484,15.558,-0.416
2019-01-14,11.082,43.810,0.422,7.757,8.131,68.879,0.000,28.273,23.103,17.410,-0.518
2019-01-15,11.012,42.796,0.343,7.856,8.224,72.510,0.000,27.551,20.645,18.277,-0.769
2019-01-16,10.965,39.370,0.340,8.486,8.357,78.568,0.000,25.122,18.535,18.012,-0.815
2019-01-17,10.724,41.476,0.374,8.780,8.268,74.109,0.000,26.610,18.642,16.069,-0.715
2019-01-18,10.587,44.045,0.423,8.883,8.202,66.831,0.000,28.445,20.047,14.678,-0.508
2019-01-19,10.093,48.883,0.465,7.582,8.088,53.424,0.000,31.943,22.085,12.828,-0.266
2019-01-20,11.341,49.188,0.500,6.775,8.022,51.919,0.440,32.159,21.906,31.791,-0.101
2019-01-21,10.518,47.950,0.463,7.621,8.085,56.757,0.000,31.258,18.436,16.438,-0.487
2019-01-22,10.389,46.657,0.384,8.021,8.167,58.184,0.000,30.321,18.907,14.024,-0.788
2019-01-23,11.006,46.605,0.396,7.970,8.150,56.846,0.000,30.283,20.495,17.928,-0.615
2019-01-24,11.303,48.106,0.500,7.539,8.092,52.545,0.590,31.371,22.466,16.217,-0.132
2019-01-25,11.528,45.874,0.381,7.515,8.151,55.913,0.010,29.760,21.585,14.633,-0.624
2019-01-26,11.662,42.137,0.200,7.941,8.257,64.244,0.080,27.084,18.869,18.670,-1.176
2019-01-27,11.319,40.954,0.272,7.878,8.230,64.376,1.320,26.247,20.118,15.340,-0.665
2019-01-28,11.819,39.450,0.303,8.047,8.196,59.644,0.000,25.177,19.348,28.381,-0.710
2019-01-29,10.927,37.834,0.339,8.356,8.279,64.990,0.000,24.040,17.804,15.437,-0.674
2019-01-30,11.430,41.365,0.358,7.704,8.169,60.309,0.000,26.532,19.558,14.005,-0.662
2019-01-31,10.628,40.454,0.331,8.135,8.222,62.600,0.000,25.886,19.745,13.572,-0.837
2019-02-01,10.219,39.838,0.384,8.021,8.240,62.486,0.000,25.451,21.830,12.496,-0.632
2019-02-02,9.959,44.749,0.421,7.056,8.084,55.630,0.000,28.950,24.607,9.970,-0.446
2019-02-03,9.954,42.982,0.406,7.501,8.144,55.656,0.000,27.681,25.288,11.410,-0.418
2019-02-04,10.071,44.027,0.396,7.013,8.121,55.501,0.000,28.428,24.588,11.218,-0.465
2019-02-05,9.629,45.776,0.427,6.864,8.095,53.191,0.000,29.687,24.692,9.940,-0.424
2019-02-06,9.197,46.096,0.421,7.248,8.110,52.504,0.000,29.916,24.635,10.010,-0.501
2019-02-07,8.824,45.285,0.390,7.039,8.134,54.353,0.000,29.332,23.968,10.761,-0.604
2019-02-08,8.230,44.570,0.402,7.038,8.145,55.190,0.000,28.818,24.224,10.944,-0.607
2019-02-09,7.617,43.081,0.334,7.171,8.215,57.151,0.050,27.754,24.174,12.789,-0.888
2019-02-10,7.469,40.859,0.300,6.768,8.258,59.548,0.050,26.172,24.371,14.191,-0.973
2019-02-11,7.430,42.011,0.364,6.890,8.191,58.787,0.010,26.991,24.436,12.719,-0.658
2019-02-12,6.922,47.587,0.432,6.409,8.049,46.569,0.000,30.997,26.233,9.974,-0.387
2019-02-13,7.695,45.103,0.342,5.859,8.047,47.205,1.370,29.216,24.339,19.302,-0.637
2019-02-14,6.701,39.788,0.167,7.440,8.180,56.575,0.000,25.420,20.933,19.611,-1.206
2019-02-15,5.400,38.427,0.330,7.875,8.248,58.803,0.000,24.462,22.857,12.152,-0.634
2019-02-16,4.221,47.295,0.394,6.380,8.097,44.392,0.000,30.791,25.632,10.180,-0.386
2019-02-17,3.792,49.987,0.481,5.458,8.010,39.837,0.000,32.741,27.444,9.283,-0.167
2019-02-18,3.821,49.925,0.508,6.001,8.023,41.090,0.000,32.695,28.016,9.772,-0.182
2019-02-19,3.868,49.463,0.477,5.920,8.016,42.699,0.000,32.358,28.346,9.966,-0.333
2019-02-20,4.288,48.859,0.457,5.997,8.021,45.120,0.020,31.918,27.358,10.383,-0.335
2019-02-21,4.844,48.836,0.486,5.816,8.013,46.481,0.020,31.901,26.996,10.261,-0.258
2019-02-22,5.016,49.092,0.492,6.142,8.026,45.249,0.000,32.087,27.174,10.769,-0.270
2019-02-23,5.583,48.799,0.476,6.427,8.056,45.974,0.000,31.874,27.474,11.672,-0.310
2019-02-24,5.961,48.593,0.481,5.910,8.043,47.377,0.000,31.724,27.805,12.916,-0.290
2019-02-25,6.411,48.271,0.414,6.255,8.098,46.822,0.000,31.490,27.473,14.419,-0.581
2019-02-26,6.225,46.420,0.335,6.404,8.175,50.316,0.050,30.149,26.526,12.941,-0.843
2019-02-27,6.246,44.213,0.379,6.239,8.210,53.436,0.000,28.564,27.294,13.308,-0.612
2019-02-28,6.587,44.555,0.419,6.227,8.180,52.123,0.000,28.807,27.723,13.258,-0.437
2019-03-01,6.197,47.482,0.428,5.809,8.124,45.496,0.000,30.919,28.045,12.800,-0.445
2019-03-02,6.210,47.557,0.417,6.152,8.130,46.396,0.000,30.972,28.363,12.834,-0.477
2019-03-03,6.292,47.841,0.399,5.598,8.075,46.376,0.060,31.178,28.810,13.595,-0.431
2019-03-04,7.151,47.749,0.440,5.491,8.063,46.860,0.000,31.111,28.397,17.451,-0.296
2019-03-05,7.356,48.387,0.407,5.646,8.031,46.015,0.000,31.574,27.819,15.919,-0.465
2019-03-06,7.406,45.184,0.306,6.797,8.143,49.972,0.000,29.262,23.376,29.979,-0.991
2019-03-07,6.409,42.216,0.267,7.575,8.253,53.141,0.000,27.136,21.041,15.404,-1.129
2019-03-08,6.236,44.215,0.355,7.599,8.198,52.851,0.000,28.581,22.340,10.763,-0.739
2019-03-09,5.229,51.088,0.457,6.398,8.062,40.908,0.000,33.558,24.784,8.533,-0.343
2019-03-10,4.564,53.906,0.527,5.579,8.018,34.017,0.000,35.622,26.747,8.233,-0.183
2019-03-11,4.364,54.393,0.477,5.702,8.023,32.937,0.000,35.983,27.421,6.912,-0.368
2019-03-12,5.274,51.437,0.423,5.681,8.076,39.378,0.000,33.805,27.908,10.709,-0.490
2019-03-13,5.730,50.958,0.356,6.156,8.091,41.633,0.000,33.450,27.609,11.072,-0.673
2019-03-14,5.748,50.340,0.348,6.527,8.106,43.959,0.050,33.000,26.200,10.431,-0.710
2019-03-15,5.579,49.901,0.441,6.619,8.121,44.201,0.020,32.678,26.564,9.459,-0.426
2019-03-16,4.791,51.912,0.456,5.955,8.062,39.378,0.000,34.152,27.913,8.783,-0.369
2019-03-17,4.795,52.097,0.469,5.955,8.053,39.610,0.000,34.287,28.092,10.534,-0.274
2019-03-18,4.516,52.865,0.444,5.906,8.044,36.471,0.000,34.853,26.471,11.698,-0.327
2019-03-19,4.779,50.202,0.304,6.375,8.087,41.183,0.800,32.904,23.502,11.511,-0.768
2019-03-20,4.893,44.898,0.342,7.035,8.238,46.605,0.060,29.053,22.910,12.128,-0.605
2019-03-21,4.282,47.784,0.476,7.067,8.138,42.255,0.000,31.140,23.208,12.167,-0.188
2019-03-22,4.068,49.153,0.515,6.996,8.105,40.362,0.000,32.133,22.078,10.121,-0.168
2019-03-23,3.406,52.060,0.553,6.778,8.066,34.337,0.000,34.264,22.334,10.102,-0.130
2019-03-24,3.294,52.770,0.534,6.771,8.062,34.427,0.000,34.783,23.129,8.667,-0.206
2019-03-25,3.136,53.261,0.523,6.227,8.036,33.447,0.000,35.145,25.047,7.821,-0.139
2019-03-26,3.043,53.688,0.494,5.957,8.020,33.880,0.000,35.461,26.722,8.705,-0.161
2019-03-27,3.350,53.161,0.454,5.967,8.031,37.576,0.000,35.072,25.526,11.559,-0.309
2019-03-28,3.449,51.767,0.327,6.550,8.137,39.753,0.000,34.045,23.296,12.300,-0.805
2019-03-29,3.598,47.854,0.342,7.061,8.316,44.203,0.000,31.189,23.184,8.571,-0.740
2019-03-30,2.918,53.425,0.465,6.320,8.077,39.409,0.000,35.271,24.349,6.569,-0.289
2019-03-31,2.813,54.182,0.511,6.353,8.072,37.469,0.000,35.827,25.768,6.252,-0.129
2019-04-01,2.775,55.040,0.529,5.454,8.050,36.200,0.000,36.464,27.261,5.591,-0.089
2019-04-02,2.460,55.936,0.572,5.405,8.065,33.579,0.000,37.129,28.240,6.072,0.022
2019-04-03,2.724,56.074,0.514,5.569,8.048,36.676,0.000,37.232,27.254,6.532,-0.279
2019-04-04,2.625,55.309,0.441,5.833,8.068,37.505,0.110,36.663,26.779,6.103,-0.506
2019-04-05,2.531,54.322,0.442,5.609,8.010,39.771,0.630,35.930,27.455,5.308,-0.232
2019-04-06,2.374,54.808,0.425,5.936,7.959,37.684,0.000,36.291,27.562,5.610,-0.180
2019-04-07,2.789,54.821,0.400,5.998,7.949,38.888,0.000,36.300,27.923,6.036,-0.276
2019-04-08,3.105,55.302,0.411,5.858,7.937,38.736,0.000,36.657,27.882,6.224,-0.174
2019-04-09,3.335,54.824,0.415,5.461,7.899,39.524,0.830,36.302,26.742,7.700,-0.035
2019-04-10,2.747,54.295,0.397,5.645,7.919,37.579,0.000,35.910,26.170,7.765,-0.019
2019-04-11,2.745,54.700,0.399,5.252,7.875,38.524,0.000,36.210,27.393,7.029,-0.078
2019-04-12,2.566,54.959,0.415,4.943,7.862,38.006,0.000,36.402,28.771,6.247,-0.124
2019-04-13,2.462,55.123,0.390,4.720,7.835,39.092,0.000,36.524,29.289,5.791,-0.223
2019-04-14,2.351,55.100,0.400,5.140,7.869,39.898,0.000,36.507,29.020,8.305,-0.169
2019-04-15,2.221,55.697,0.395,5.188,7.836,39.080,0.090,36.951,29.264,8.924,-0.245
2019-04-16,2.247,54.170,0.303,5.876,8.016,41.856,0.000,35.818,27.628,5.951,-0.655
2019-04-17,2.461,53.032,0.266,6.026,8.096,43.647,0.000,34.977,26.784,6.488,-0.748
2019-04-18,2.659,54.407,0.329,5.543,8.014,42.531,0.000,35.993,27.912,6.140,-0.452
2019-04-19,3.062,54.990,0.486,5.758,7.992,39.155,0.800,36.426,28.378,8.084,0.112
2019-04-20,3.222,54.975,0.448,5.516,7.915,45.610,0.010,36.414,26.508,6.579,-0.125
2019-04-21,2.544,54.832,0.403,5.539,7.934,44.053,0.000,36.308,25.464,5.782,-0.392
2019-04-22,2.556,53.978,0.324,5.984,8.043,44.887,0.000,35.676,26.109,6.739,-0.658
2019-04-23,2.573,52.017,0.262,6.050,8.143,49.151,0.000,34.230,26.413,6.181,-0.825
2019-04-24,2.478,52.563,0.260,5.881,8.111,47.070,0.000,34.637,27.454,5.712,-0.781
2019-04-25,2.670,53.519,0.326,5.653,8.024,45.931,0.000,35.336,28.846,5.423,-0.540
2019-04-26,3.258,54.016,0.406,5.319,7.971,45.117,0.000,35.704,29.401,11.560,-0.251
2019-04-27,2.568,55.779,0.344,5.485,7.970,41.867,0.000,37.012,29.052,7.132,-0.493
2019-04-28,2.218,56.813,0.340,5.339,7.937,41.003,0.000,37.783,30.167,4.628,-0.546
2019-04-29,2.537,56.120,0.304,5.457,7.991,42.108,0.000,37.267,29.815,6.291,-0.736
2019-04-30,2.713,55.481,0.257,5.570,8.025,43.305,0.010,36.790,28.635,6.683,-0.945
2019-05-01,2.927,53.066,0.172,5.922,8.150,45.759,null,35.006,27.317,7.603,-1.180
2019-05-02,2.814,55.302,0.312,4.582,7.993,45.237,null,36.666,29.484,5.558,-0.677
2019-05-03,1.607,60.923,0.417,4.954,7.980,33.313,null,40.873,30.552,3.793,-0.340
2019-05-04,1.581,61.110,0.392,4.352,7.904,34.268,null,41.014,31.239,3.063,-0.379
2019-05-05,2.238,60.778,0.418,4.383,7.883,35.683,null,40.763,31.172,6.517,-0.268
2019-05-06,2.284,61.172,0.420,3.997,7.835,35.410,null,41.061,31.526,7.191,-0.331
2019-05-07,2.087,60.029,0.396,4.345,7.871,34.375,null,40.201,30.133,3.002,-0.445
2019-05-08,1.814,57.750,0.369,5.134,7.927,33.739,null,38.484,29.843,2.748,-0.499
2019-05-09,1.836,57.852,0.389,4.624,7.878,36.109,null,38.560,30.736,2.228,-0.430
2019-05-10,2.183,58.126,0.388,4.740,7.921,37.895,0.000,38.766,30.630,2.953,-0.429
2019-05-11,2.243,58.694,0.383,4.524,7.920,38.745,0.000,39.192,31.068,4.042,-0.421
2019-05-12,2.594,59.045,0.419,4.839,7.903,38.347,0.071,39.456,31.081,5.173,-0.284
2019-05-13,2.844,59.770,0.457,5.087,7.912,37.758,0.000,40.002,31.407,5.203,-0.160
2019-05-14,3.044,60.810,0.454,5.064,7.958,37.052,0.000,40.787,31.124,5.292,-0.188
2019-05-15,3.209,61.818,0.449,4.775,7.959,36.928,0.000,41.551,30.853,4.118,-0.216
2019-05-16,3.412,62.124,0.450,4.754,7.918,37.295,0.669,41.783,30.035,3.785,-0.240
2019-05-17,3.228,60.989,0.391,5.455,7.925,37.546,0.000,40.923,29.032,4.084,-0.438
2019-05-18,3.654,58.862,0.379,5.807,7.997,39.184,0.000,39.318,29.281,5.238,-0.467
2019-05-19,3.855,59.328,0.430,5.452,7.956,39.213,0.000,39.670,30.141,5.067,-0.314
2019-05-20,4.019,59.903,0.417,5.336,7.943,39.380,0.091,40.102,29.907,4.753,-0.353
2019-05-21,4.136,60.260,0.427,4.632,7.888,39.480,0.000,40.372,30.728,4.851,-0.288
2019-05-22,4.160,60.600,0.385,4.880,7.881,39.617,0.000,40.628,30.545,5.302,-0.506
2019-05-23,4.331,60.519,0.286,5.522,7.906,39.921,0.000,40.568,29.207,6.054,-0.872
2019-05-24,4.980,57.609,0.206,5.924,8.042,41.595,0.000,38.379,27.859,7.642,-1.118
2019-05-25,5.035,57.124,0.203,6.055,8.048,41.693,0.000,38.017,27.526,8.627,-1.128
2019-05-26,5.226,58.104,0.233,5.785,7.995,41.671,0.000,38.749,28.030,8.371,-1.051
2019-05-27,5.611,56.979,0.260,5.941,8.119,42.418,0.000,37.910,29.269,8.990,-0.903
2019-05-28,5.912,60.420,0.311,5.533,8.035,40.837,0.000,40.498,29.441,7.729,-0.682
2019-05-29,5.586,63.664,0.359,5.246,8.019,34.684,0.000,42.957,29.828,5.922,-0.503
2019-05-30,5.660,63.814,0.391,5.148,8.037,34.175,0.000,43.070,30.468,5.684,-0.431
2019-05-31,5.546,64.908,0.427,4.802,8.035,31.045,0.000,43.907,31.096,5.333,-0.305
2019-06-01,5.710,65.226,0.465,4.122,8.007,30.949,0.000,44.151,31.976,5.449,-0.148
2019-06-02,5.955,65.464,0.502,3.745,7.985,31.255,0.000,44.333,32.623,6.324,-0.015
2019-06-03,6.315,65.786,0.546,3.706,7.935,31.773,0.000,44.581,32.751,8.931,0.083
2019-06-04,6.297,65.908,0.538,3.351,7.878,35.053,0.000,44.674,32.289,8.589,0.005
2019-06-05,6.829,66.036,0.507,2.524,7.779,39.198,0.000,44.773,31.696,11.084,-0.075
2019-06-06,6.561,66.329,0.469,2.989,7.816,35.712,0.000,44.998,31.955,8.388,-0.134
2019-06-07,7.161,66.811,0.482,3.673,7.845,33.373,0.000,45.370,31.899,13.690,-0.053
2019-06-08,6.999,61.396,0.489,4.637,7.924,35.578,3.352,41.236,32.011,13.953,-0.048
2019-06-09,8.099,59.278,0.499,3.607,7.823,45.382,0.288,39.632,32.083,10.848,-0.078
2019-06-10,8.375,58.711,0.479,4.186,7.882,43.309,0.741,39.205,31.148,10.995,-0.186
2019-06-11,9.663,59.058,0.429,3.966,7.927,51.901,0.000,39.465,32.224,18.374,-0.337
2019-06-12,9.543,59.881,0.434,3.855,7.940,53.082,0.000,40.086,32.992,14.437,-0.315
2019-06-13,9.442,60.249,0.471,4.285,8.000,54.113,0.093,40.364,32.813,10.463,-0.228
2019-06-14,9.758,59.772,0.421,4.612,8.006,52.803,0.702,40.003,31.373,9.541,-0.415
2019-06-15,9.810,59.148,0.431,4.834,7.954,51.374,0.165,39.533,30.614,8.230,-0.367
2019-06-16,10.823,57.986,0.444,4.235,7.861,55.629,1.313,38.661,29.397,8.689,-0.297
2019-06-17,11.038,56.889,0.499,4.571,7.855,57.598,0.041,37.840,29.016,9.421,-0.132
2019-06-18,10.807,56.417,0.514,5.468,7.910,56.074,0.010,37.487,29.522,10.895,-0.113
2019-06-19,11.269,56.645,0.472,5.700,7.878,56.554,0.000,37.657,30.988,13.458,-0.126
2019-06-20,11.806,56.920,0.461,6.125,7.916,56.595,0.000,37.863,32.159,15.192,-0.130
2019-06-21,12.199,57.349,0.431,5.756,7.895,58.891,0.000,38.183,33.052,13.158,-0.282
2019-06-22,12.318,57.470,0.432,5.513,7.928,62.829,0.000,38.274,33.045,13.255,-0.299
2019-06-23,11.740,57.815,0.404,5.172,7.932,59.123,0.000,38.533,33.553,13.249,-0.350
2019-06-24,11.649,58.221,0.411,4.771,7.908,57.646,0.021,38.837,33.933,12.693,-0.286
2019-06-25,11.961,58.584,0.434,4.647,7.912,57.963,0.000,39.110,33.784,12.970,-0.233
2019-06-26,12.036,58.833,0.436,5.048,7.962,57.836,0.000,39.296,32.959,13.473,-0.264
2019-06-27,11.768,59.035,0.404,5.788,8.048,54.337,0.000,39.448,31.269,14.570,-0.358
2019-06-28,12.116,59.138,0.429,5.800,8.099,54.702,0.292,39.525,30.418,13.855,-0.278
2019-06-29,12.273,59.078,0.451,6.093,8.108,56.258,0.042,39.480,29.380,14.999,-0.227
2019-06-30,12.206,59.462,0.470,6.198,8.077,55.092,0.000,39.770,30.668,15.588,-0.149
2019-07-01,11.703,60.474,0.492,5.990,8.056,53.918,0.000,40.534,32.105,12.777,-0.063
2019-07-02,11.996,61.577,0.461,5.978,8.060,53.028,0.000,41.368,32.585,12.077,-0.105
2019-07-03,13.348,61.992,0.467,5.195,8.034,54.408,0.010,41.683,32.153,13.574,-0.050
2019-07-04,13.336,62.994,0.494,5.221,8.023,57.996,0.000,42.445,32.252,7.728,0.010
2019-07-05,13.611,63.337,0.534,5.152,8.023,56.772,0.011,42.706,32.736,8.710,0.065
2019-07-06,16.129,63.353,0.514,4.034,7.973,57.559,0.136,42.719,31.530,14.253,-0.020
2019-07-07,16.347,63.369,0.462,4.819,8.027,55.215,0.000,42.731,31.234,16.150,-0.132
2019-07-08,16.471,62.092,0.444,5.089,8.065,52.952,1.153,41.760,30.751,17.539,-0.144
2019-07-09,16.018,61.022,0.480,5.449,8.088,53.499,0.168,40.947,30.284,14.628,-0.065
2019-07-10,15.451,61.193,0.480,6.113,8.129,53.847,0.000,41.077,30.911,13.892,-0.073
2019-07-11,15.691,61.354,0.502,5.890,8.140,54.508,0.000,41.199,30.685,17.005,-0.041
2019-07-12,15.460,57.087,0.487,6.065,8.197,53.620,3.215,37.989,30.358,15.427,-0.120
2019-07-13,15.875,55.666,0.448,5.747,8.131,62.663,0.000,36.929,32.083,13.929,-0.295
2019-07-14,16.394,54.267,0.400,5.891,8.096,72.624,0.042,35.889,31.875,15.272,-0.478
2019-07-15,16.313,53.880,0.390,5.849,8.103,71.498,0.000,35.602,32.022,16.814,-0.487
2019-07-16,16.232,53.551,0.430,5.880,8.117,69.769,0.000,35.359,32.712,15.716,-0.385
2019-07-17,16.366,53.288,0.449,5.886,8.134,67.971,0.000,35.165,32.608,16.642,-0.330
2019-07-18,16.978,53.266,0.465,5.417,8.132,68.810,0.000,35.149,32.347,16.832,-0.259
2019-07-19,17.002,53.635,0.457,5.862,8.168,67.636,0.000,35.421,32.221,16.486,-0.278
2019-07-20,16.994,54.102,0.450,5.853,8.171,66.637,0.095,35.767,32.645,16.301,-0.271
2019-07-21,17.777,54.210,0.453,5.527,8.182,65.193,0.053,35.847,31.466,18.252,-0.268
2019-07-22,18.518,54.564,0.428,6.068,8.275,63.773,0.359,36.109,30.554,19.379,-0.309
2019-07-23,18.718,54.391,0.478,6.318,8.295,62.905,0.328,35.981,31.210,17.993,-0.133
2019-07-24,18.503,55.574,0.524,6.385,8.353,59.906,0.011,36.861,31.677,18.397,0.008
2019-07-25,18.770,56.599,0.523,5.948,8.344,59.169,0.011,37.623,31.248,18.304,-0.053
2019-07-26,19.421,57.007,0.499,5.428,8.297,60.699,0.000,37.927,31.349,17.235,-0.195
2019-07-27,20.048,55.768,0.479,6.073,8.316,63.736,0.106,37.004,31.543,15.237,-0.279
2019-07-28,19.979,55.345,0.472,5.817,8.297,63.958,0.000,36.689,32.404,14.487,-0.242
2019-07-29,20.263,55.600,0.470,6.003,8.305,64.387,0.000,36.879,32.394,16.765,-0.170
2019-07-30,20.677,56.078,0.484,6.634,8.340,64.816,0.000,37.235,32.162,15.307,-0.122
2019-07-31,20.273,57.776,0.513,6.761,8.399,63.593,0.553,38.505,32.631,12.687,-0.033
2019-08-01,20.710,56.747,0.501,6.314,8.404,61.887,0.415,37.734,31.424,11.757,-0.038
2019-08-02,20.259,57.245,0.579,5.998,8.371,63.278,1.043,38.106,30.419,10.675,0.248
2019-08-03,19.915,57.581,0.661,5.726,8.288,61.678,0.000,38.357,30.902,11.091,0.498
2019-08-04,19.917,57.242,0.666,5.056,8.236,59.233,0.565,38.104,30.959,10.778,0.464
2019-08-05,20.375,55.462,0.619,4.867,8.215,60.011,0.032,36.777,31.736,10.774,0.305
2019-08-06,22.107,54.630,0.583,4.911,8.177,72.556,0.192,36.159,31.636,10.924,0.202
2019-08-07,24.001,53.565,0.547,4.514,7.920,85.271,0.000,35.369,32.219,10.437,0.132
2019-08-08,26.632,52.357,0.510,4.953,7.886,95.777,0.000,34.479,32.739,10.930,0.022
2019-08-09,28.891,51.895,0.485,4.967,7.899,97.689,0.000,34.138,33.217,12.250,-0.051
2019-08-10,31.300,50.759,0.470,5.314,7.925,105.885,0.000,33.305,33.588,11.761,-0.091
2019-08-11,34.091,49.266,0.485,4.788,7.906,114.343,1.113,32.215,32.906,12.697,-0.062
2019-08-12,35.753,48.513,0.482,5.169,7.917,115.308,0.011,31.666,32.940,13.635,-0.035
2019-08-13,36.721,47.870,0.495,5.288,7.936,122.341,0.000,31.199,32.868,14.183,0.023
2019-08-14,36.641,48.214,0.509,4.047,7.870,123.021,0.000,31.448,32.028,15.853,0.030
2019-08-15,35.941,48.288,0.551,4.766,7.912,123.252,0.075,31.502,31.658,16.982,0.115
2019-08-16,35.889,48.315,0.549,5.019,7.902,125.489,0.032,31.523,31.319,17.764,0.057
2019-08-17,36.432,48.321,0.526,4.608,7.862,129.397,0.000,31.526,32.273,18.729,-0.017
2019-08-18,37.981,48.987,0.483,4.786,7.880,134.658,0.000,32.013,32.337,18.930,-0.143
2019-08-19,40.712,47.469,0.453,4.432,7.814,148.824,0.021,30.909,31.768,17.516,-0.213
2019-08-20,42.847,48.272,0.482,4.115,7.815,146.147,0.021,31.490,31.764,19.405,-0.141
2019-08-21,40.227,48.243,0.455,4.659,7.879,146.157,0.291,31.471,31.575,18.938,-0.224
2019-08-22,41.551,46.558,0.409,4.344,7.830,151.780,0.323,30.250,30.422,17.759,-0.325
2019-08-23,39.422,45.572,0.395,4.175,7.812,147.664,1.736,29.539,30.267,18.249,-0.291
2019-08-24,39.686,45.112,0.472,4.234,7.834,144.499,1.252,29.208,30.195,18.782,-0.042
