#Merged Datasets Daily/Validated from 2011-01-01 to 2024-11-30
#Date,WB/chlorophyll2,WB/cond2,WB/depth,WB/dissolved_oxygen,WB/pH,WB/FDOM,WB/rain,WB/salinity2,WB/surface_temperature,WB/turbidity2,WB/stage
2017-10-08,14.102,46.599,1.118,5.749,7.908,null,0.037,30.279,28.828,14.492,0.627
2017-10-09,14.380,47.210,1.041,4.405,7.822,null,0.000,30.720,30.008,18.687,0.379
2017-10-10,13.875,46.583,0.941,3.943,7.873,null,0.000,30.268,28.813,21.109,0.026
2017-10-11,12.240,44.098,0.878,4.889,7.967,null,0.028,28.480,28.195,19.127,-0.147
2017-10-12,12.156,43.195,0.847,5.293,8.023,null,0.009,27.833,27.421,25.614,-0.182
2017-10-13,11.727,42.972,0.911,5.158,8.034,null,0.620,27.675,27.678,16.343,-0.036
2017-10-14,11.636,43.369,0.937,4.957,7.986,null,0.000,27.958,28.612,18.563,-0.039
2017-10-15,11.296,43.936,0.971,4.539,8.020,null,0.000,28.364,28.882,13.042,0.091
2017-10-16,11.938,44.959,1.006,5.271,8.075,null,0.000,29.097,29.113,16.539,0.259
2017-10-17,11.854,45.626,1.021,5.114,8.068,null,0.000,29.577,29.600,15.845,0.279
2017-10-18,12.350,45.650,0.992,3.653,7.996,null,0.028,29.594,28.278,16.471,0.155
2017-10-19,12.585,45.600,0.943,5.293,8.053,null,0.175,29.558,28.000,19.021,0.086
2017-10-20,11.384,44.105,0.844,4.803,8.037,null,0.065,28.485,28.491,17.955,-0.190
2017-10-21,9.945,41.857,0.834,4.541,8.035,null,0.000,26.881,27.734,16.351,-0.241
2017-10-22,9.168,41.363,0.895,5.263,8.063,null,0.000,26.529,28.008,17.850,-0.071
2017-10-23,8.350,41.914,0.900,5.881,8.115,null,0.009,26.921,28.342,18.751,-0.007
2017-10-24,7.696,42.992,0.918,5.531,8.169,null,0.184,27.689,28.181,13.260,0.155
2017-10-25,8.084,42.401,0.869,5.621,8.197,null,0.405,27.267,25.871,83.315,0.005
2017-10-26,7.022,41.402,0.738,7.366,8.252,null,0.000,26.557,21.612,55.511,-0.500
2017-10-27,5.015,41.120,0.733,6.473,8.206,null,0.000,26.357,22.828,16.875,-0.487
2017-10-28,4.224,40.620,0.740,5.728,8.184,null,0.240,26.003,23.935,6.911,-0.269
2017-10-29,3.489,41.121,0.835,6.308,8.209,null,0.010,26.358,23.674,95.283,0.059
2017-10-30,4.512,41.883,0.761,7.594,8.283,null,0.000,26.898,20.431,65.156,-0.470
2017-10-31,3.491,41.051,0.713,8.086,8.348,null,0.000,26.309,19.920,27.997,-0.655
2017-11-01,3.652,39.779,0.704,7.427,8.310,null,0.000,25.409,22.415,14.210,-0.644
2017-11-02,4.327,38.430,0.776,7.957,8.351,null,0.000,24.458,23.924,13.065,-0.415
2017-11-03,5.124,38.564,0.764,7.403,8.322,null,0.000,24.552,24.597,15.922,-0.409
2017-11-04,6.656,37.938,0.777,7.279,8.295,null,0.010,24.113,25.264,25.153,-0.313
2017-11-05,7.441,37.187,0.827,7.250,8.263,null,0.010,23.587,25.811,19.627,-0.165
2017-11-06,10.142,37.178,0.844,6.727,8.181,null,0.000,23.581,25.900,14.393,-0.145
2017-11-07,14.843,38.816,0.808,4.697,8.066,null,0.000,24.732,25.881,19.646,-0.248
2017-11-08,15.132,39.346,0.789,5.888,8.087,null,0.000,25.103,26.509,18.926,-0.272
2017-11-09,14.310,39.299,0.759,5.731,8.066,null,0.000,25.070,26.661,17.288,-0.356
2017-11-10,13.408,38.545,0.756,5.470,8.028,null,0.000,24.540,26.771,17.868,-0.385
2017-11-11,12.111,36.329,0.697,6.252,8.072,null,0.000,22.989,25.921,23.534,-0.639
2017-11-12,10.991,36.502,0.732,5.051,7.985,null,0.020,23.109,25.336,16.980,-0.525
2017-11-13,11.405,37.050,0.761,5.167,7.972,null,0.000,23.491,25.804,17.093,-0.387
2017-11-14,11.308,37.016,0.732,6.562,8.054,null,0.120,23.467,25.796,24.440,-0.401
2017-11-15,12.532,36.845,0.749,7.051,8.108,null,0.020,23.348,24.674,null,-0.321
2017-11-16,13.190,37.258,0.809,7.335,8.129,null,0.000,23.637,24.417,null,-0.175
2017-11-17,12.624,37.552,0.825,6.970,8.132,null,0.000,23.843,24.030,null,-0.182
2017-11-18,12.799,37.563,0.873,6.385,8.132,null,0.000,23.850,23.802,null,0.001
2017-11-19,16.037,38.243,0.897,7.336,8.142,null,0.000,24.327,24.216,null,0.100
2017-11-20,16.545,39.580,0.865,6.542,8.094,null,0.000,25.268,24.003,null,-0.067
2017-11-21,16.965,40.137,0.836,5.468,8.022,null,0.000,25.661,23.881,null,-0.098
2017-11-22,17.939,40.972,0.864,6.430,8.052,null,0.000,26.252,24.775,13.484,0.023
2017-11-23,19.632,42.209,0.834,5.991,8.013,null,0.030,27.130,25.507,13.578,-0.014
2017-11-24,19.098,42.260,0.839,5.997,7.988,null,0.060,27.167,25.579,16.870,-0.018
2017-11-25,20.351,42.835,0.801,5.745,7.971,null,0.000,27.576,24.415,22.257,-0.268
2017-11-26,19.430,43.252,0.741,6.056,7.996,null,0.000,27.874,24.053,16.323,-0.491
2017-11-27,19.397,42.846,0.698,5.904,7.999,null,0.000,27.584,22.935,16.539,-0.626
2017-11-28,20.808,40.376,0.735,5.615,7.926,null,0.430,25.830,23.864,16.539,-0.516
2017-11-29,20.151,41.193,0.751,5.625,7.997,null,0.010,26.408,25.312,14.841,-0.412
2017-11-30,18.637,40.668,0.757,6.206,7.989,null,0.000,26.036,25.451,15.975,-0.364
2017-12-01,18.096,39.545,0.783,6.727,8.009,null,0.000,25.243,24.755,20.011,-0.302
2017-12-02,17.132,39.462,0.823,6.792,8.026,null,0.000,25.184,24.649,13.740,-0.218
2017-12-03,17.689,40.035,0.844,6.992,8.096,null,0.000,25.589,24.328,12.870,-0.144
2017-12-04,17.558,40.465,0.850,6.194,8.053,null,0.000,25.893,24.568,13.047,-0.162
2017-12-05,17.439,40.799,0.864,6.054,8.010,null,0.000,26.129,24.735,14.880,-0.138
2017-12-06,17.257,41.208,0.840,6.220,7.994,null,0.010,26.419,25.201,13.666,-0.154
2017-12-07,16.609,41.848,0.792,5.147,7.906,null,0.000,26.873,25.767,14.108,-0.206
2017-12-08,17.126,42.564,0.822,5.186,7.885,null,0.000,27.384,26.309,11.540,-0.014
2017-12-09,16.079,43.412,0.878,5.515,7.934,null,0.550,27.988,25.114,66.642,0.105
2017-12-10,16.377,43.538,0.703,7.822,8.341,null,0.000,28.079,18.543,138.425,-0.781
2017-12-11,15.094,43.442,0.666,8.680,8.593,null,0.000,28.010,15.331,57.299,-0.879
2017-12-12,12.984,43.243,0.757,7.632,8.460,null,0.000,27.868,16.062,14.614,-0.414
2017-12-13,13.868,42.819,0.771,8.399,8.457,null,0.000,27.565,17.046,30.683,-0.377
2017-12-14,11.504,42.594,0.796,7.637,8.424,null,0.000,27.405,17.069,10.843,-0.311
2017-12-15,11.015,42.341,0.799,7.846,8.353,null,0.000,27.224,18.297,10.056,-0.324
2017-12-16,10.882,42.242,0.754,8.635,8.278,null,0.000,27.154,20.173,7.794,-0.545
2017-12-17,11.110,42.292,0.731,7.705,8.173,null,0.000,27.189,21.409,10.061,-0.644
2017-12-18,10.697,42.402,0.730,7.315,8.082,null,0.010,27.268,22.726,8.917,-0.665
2017-12-19,10.019,42.598,0.711,6.468,7.984,null,0.000,27.407,23.984,10.486,-0.718
2017-12-20,9.494,42.657,0.688,6.298,8.012,null,0.000,27.450,23.685,11.355,-0.695
2017-12-21,8.834,42.783,0.710,5.433,7.935,null,0.000,27.539,24.380,9.518,-0.605
2017-12-22,7.458,43.039,0.739,5.133,7.883,null,0.000,27.722,25.041,7.420,-0.571
2017-12-23,6.979,43.298,0.730,5.531,7.928,null,0.000,27.907,25.243,9.933,-0.616
2017-12-24,6.338,43.824,0.705,5.728,7.975,null,0.000,28.283,24.959,7.173,-0.681
2017-12-25,6.098,44.246,0.681,5.720,8.005,null,0.000,28.585,24.560,6.523,-0.781
2017-12-26,5.951,44.049,0.668,6.015,8.011,null,0.000,28.444,24.241,9.867,-0.865
2017-12-27,6.058,43.573,0.669,5.173,7.933,null,0.000,28.104,24.655,9.586,-0.846
2017-12-28,6.102,43.813,0.654,6.725,8.012,null,0.010,28.275,25.208,13.680,-0.869
2017-12-29,5.411,44.279,0.637,6.856,8.141,null,0.000,28.609,24.225,13.624,-0.898
2017-12-30,5.451,44.895,0.641,6.950,8.268,null,0.000,29.051,22.376,14.791,-0.872
2017-12-31,4.476,45.356,0.676,7.226,8.327,null,0.000,29.382,21.308,9.710,-0.771
2018-01-01,4.368,45.526,0.703,7.231,8.326,null,0.000,29.505,22.167,17.538,-0.628
2018-01-02,5.981,45.829,0.686,7.161,8.389,null,0.340,29.723,20.001,32.071,-0.642
2018-01-03,6.715,45.867,0.687,6.782,8.360,null,0.150,29.750,19.027,59.609,-0.513
2018-01-04,5.978,46.733,0.729,7.930,8.519,null,0.000,30.375,15.620,139.412,-0.575
2018-01-05,3.176,47.434,0.749,8.799,8.637,null,0.000,30.883,14.107,91.072,-0.670
2018-01-06,2.991,48.248,0.683,9.224,8.699,null,0.000,31.474,14.281,60.204,-0.909
2018-01-07,2.338,48.421,0.620,8.944,8.645,null,0.000,31.599,15.623,9.214,-1.076
2018-01-08,2.967,47.389,0.670,8.481,8.571,null,0.000,30.850,17.122,14.700,-0.738
2018-01-09,3.894,47.749,0.699,8.274,8.540,null,0.000,31.111,18.253,5.571,-0.573
2018-01-10,4.178,47.801,0.686,8.461,8.576,null,0.120,31.149,19.213,4.059,-0.613
2018-01-11,3.797,47.730,0.686,8.126,8.487,null,0.000,31.097,20.284,3.917,-0.622
2018-01-12,3.703,47.530,0.687,7.582,8.355,null,0.220,30.952,22.083,4.486,-0.596
2018-01-13,4.086,46.758,0.691,6.884,8.298,null,0.030,30.394,22.268,14.852,-0.738
2018-01-14,4.591,46.040,0.614,7.801,8.565,null,0.000,29.875,18.676,32.484,-1.128
2018-01-15,3.539,45.830,0.535,8.308,8.633,null,0.000,29.724,17.627,15.918,-1.387
2018-01-16,3.245,45.714,0.574,7.645,8.489,null,0.000,29.640,19.217,8.455,-1.270
2018-01-17,4.101,44.954,0.624,6.880,8.541,null,0.000,29.093,18.717,12.752,-1.074
2018-01-18,5.353,45.373,0.642,8.501,8.805,null,0.000,29.395,16.250,28.384,-1.085
2018-01-19,3.647,45.305,0.609,8.699,8.827,null,0.000,29.346,15.059,15.303,-1.165
2018-01-20,3.433,45.076,0.673,7.668,8.666,null,0.000,29.181,17.199,10.742,-0.918
2018-01-21,3.362,45.354,0.706,7.851,8.575,null,0.000,29.381,18.985,10.787,-0.742
2018-01-22,3.302,45.748,0.711,7.630,8.511,null,0.000,29.665,20.045,8.396,-0.658
2018-01-23,3.058,46.059,0.713,7.477,8.452,null,0.000,29.889,21.026,8.312,-0.630
2018-01-24,2.858,46.489,0.697,6.783,8.261,null,0.290,30.199,23.285,13.469,-0.747
2018-01-25,2.802,46.159,0.610,7.085,8.351,null,0.000,29.961,21.706,18.603,-1.149
2018-01-26,3.350,45.818,0.503,6.805,8.388,null,0.000,29.715,20.255,20.235,-1.567
2018-01-27,3.099,45.331,0.485,6.519,8.306,null,0.000,29.365,21.219,15.263,-1.560
2018-01-28,2.569,44.526,0.608,6.308,8.286,null,0.000,28.786,22.118,9.110,-1.026
2018-01-29,2.650,45.142,0.726,6.301,8.260,null,0.000,29.228,22.962,11.392,-0.533
2018-01-30,3.509,45.950,0.684,7.366,8.476,null,0.000,29.810,20.609,30.674,-0.805
2018-01-31,2.369,46.826,0.566,8.340,8.668,null,0.000,30.442,17.607,14.836,-1.265
2018-02-01,1.880,47.013,0.681,7.226,8.615,null,0.000,30.578,18.981,6.693,-0.860
2018-02-02,1.976,47.471,0.752,6.967,8.451,null,0.000,30.910,21.425,7.159,-0.625
2018-02-03,2.140,48.211,0.679,6.319,8.326,null,0.000,31.446,22.230,9.218,-0.859
2018-02-04,2.274,48.263,0.711,6.072,8.341,null,0.000,31.484,22.654,8.796,-0.670
2018-02-05,2.224,48.301,0.716,6.301,8.292,null,0.010,31.512,24.339,8.114,-0.690
2018-02-06,2.264,47.789,0.681,3.806,8.101,null,0.000,31.140,23.606,10.789,-0.982
2018-02-07,3.054,45.280,0.618,6.501,7.917,null,0.000,29.327,25.027,9.091,-1.042
2018-02-08,2.951,45.206,0.605,5.677,7.969,null,0.000,29.274,25.535,7.712,-1.071
2018-02-09,3.046,44.949,0.561,5.344,7.886,null,0.000,29.090,25.433,7.570,-1.190
2018-02-10,3.277,44.850,0.583,6.399,7.992,null,0.000,29.019,25.254,7.821,-1.077
2018-02-11,4.030,44.825,0.619,6.494,8.038,null,0.000,29.001,25.108,8.052,-0.953
2018-02-12,4.368,44.792,0.658,6.586,8.045,null,0.000,28.977,25.691,8.959,-0.942
2018-02-13,3.879,43.768,0.592,5.874,7.958,null,0.000,28.243,26.010,7.566,-1.257
2018-02-14,3.990,43.307,0.590,6.258,8.016,null,0.000,27.913,25.246,6.653,-1.259
2018-02-15,4.561,43.675,0.599,6.723,8.098,null,0.000,28.176,24.710,8.887,-1.167
2018-02-16,6.124,45.253,0.651,7.463,8.129,null,0.000,29.309,25.087,16.147,-0.924
2018-02-17,6.656,45.908,0.654,6.849,8.113,null,0.000,29.780,24.837,14.826,-0.904
2018-02-18,6.679,45.976,0.649,6.893,8.110,null,0.030,29.829,25.759,10.161,-0.925
2018-02-19,5.961,44.492,0.597,6.321,8.047,null,0.010,28.763,24.211,8.823,-1.123
2018-02-20,5.484,43.053,0.616,7.189,8.095,null,0.060,27.732,25.308,6.974,-1.110
2018-02-21,5.570,43.097,0.609,6.587,8.074,null,0.000,27.764,25.580,6.545,-1.183
2018-02-22,5.752,43.739,0.572,5.993,8.033,null,0.040,28.222,25.112,6.982,-1.302
2018-02-23,5.761,43.955,0.572,5.881,8.077,null,0.040,28.377,25.143,6.742,-1.267
2018-02-24,5.674,44.152,0.550,6.780,8.117,null,0.050,28.518,24.989,5.228,-1.226
2018-02-25,6.027,44.662,0.660,7.643,8.186,null,0.000,28.884,25.809,5.147,-0.843
2018-02-26,8.004,45.614,0.675,7.653,8.201,null,0.000,29.569,26.095,6.640,-0.810
2018-02-27,8.198,46.639,0.675,8.024,8.247,null,0.000,30.308,26.512,8.027,-0.799
2018-02-28,7.757,46.650,0.676,6.031,8.104,null,0.000,30.315,26.256,6.985,-0.729
2018-03-01,8.027,47.095,0.735,6.930,8.247,null,0.000,30.637,26.303,9.016,-0.498
2018-03-02,8.157,46.977,0.758,6.043,8.225,null,0.000,30.552,26.727,11.783,-0.423
2018-03-03,7.917,46.090,0.718,6.833,8.415,null,0.000,29.911,24.572,15.424,-0.566
2018-03-04,7.288,45.831,0.672,7.755,8.607,null,0.000,29.724,21.533,13.514,-0.710
2018-03-05,7.198,45.706,0.696,8.137,8.620,null,0.000,29.634,20.898,13.212,-0.626
2018-03-06,6.973,45.726,0.812,7.588,8.511,null,0.000,29.649,22.628,9.931,-0.247
2018-03-07,6.693,45.768,0.869,7.496,8.453,null,0.130,29.679,23.648,8.831,-0.006
2018-03-08,6.264,46.002,0.827,6.943,8.571,null,0.000,29.848,21.744,12.622,-0.213
2018-03-09,6.303,46.164,0.744,7.596,8.701,null,0.000,29.964,19.118,15.341,-0.559
2018-03-10,5.774,45.745,0.769,7.879,8.666,null,0.000,29.663,20.343,8.799,-0.370
2018-03-11,6.055,46.228,0.771,8.117,8.558,null,0.040,30.010,21.868,7.724,-0.241
2018-03-12,6.442,46.772,0.799,6.744,8.455,null,0.300,30.404,22.887,16.383,-0.113
2018-03-13,6.496,48.040,0.714,7.663,8.577,null,0.000,31.322,20.409,29.974,-0.560
2018-03-14,4.777,48.694,0.727,7.918,8.570,null,0.000,31.797,20.053,16.012,-0.559
2018-03-15,4.071,49.319,0.704,8.248,8.559,null,0.000,32.252,18.513,12.602,-0.700
2018-03-16,3.283,49.642,0.732,7.962,8.384,null,0.000,32.488,20.366,5.898,-0.568
2018-03-17,3.023,49.695,0.744,8.065,8.283,null,0.000,32.527,22.289,5.420,-0.488
2018-03-18,3.099,49.756,0.745,7.523,8.184,null,0.000,32.571,24.524,6.925,-0.381
2018-03-19,2.718,49.969,0.761,6.665,8.075,null,0.000,32.727,26.083,7.244,-0.230
2018-03-20,2.174,50.428,0.800,6.704,8.078,null,0.000,33.063,26.575,5.481,-0.078
2018-03-21,3.688,51.231,0.800,6.362,8.175,null,0.000,33.651,25.125,20.160,-0.206
2018-03-22,3.316,51.258,0.707,7.536,8.344,null,0.000,33.671,22.010,16.771,-0.743
2018-03-23,null,51.156,0.650,8.173,8.381,null,0.000,33.595,19.738,11.762,-0.962
2018-03-24,null,51.642,0.657,7.531,8.189,null,0.000,33.953,21.694,11.031,-0.893
2018-03-25,null,51.894,0.710,7.736,8.108,null,0.000,34.137,23.763,6.998,-0.647
2018-03-26,null,52.161,0.746,7.523,8.047,null,0.000,34.334,24.741,5.554,-0.575
2018-03-27,null,53.371,0.674,6.066,7.907,null,0.000,35.227,23.749,15.525,-0.869
2018-03-28,null,54.018,0.656,6.673,8.047,null,0.000,35.705,21.997,10.698,-0.846
2018-03-29,null,54.629,0.764,7.082,8.048,null,0.000,36.157,23.233,8.301,-0.453
2018-03-30,1.144,55.249,0.843,7.200,8.082,null,0.000,36.617,24.122,5.308,-0.171
2018-03-31,1.008,55.739,0.824,7.065,8.141,null,0.000,36.982,25.816,4.632,-0.195
2018-04-01,1.360,55.283,0.800,6.077,8.072,null,0.000,36.643,26.120,7.303,-0.241
2018-04-02,1.300,54.906,0.778,6.527,8.099,null,0.000,36.362,26.458,5.320,-0.291
2018-04-03,1.006,54.693,0.760,6.566,8.090,null,0.000,36.205,26.391,4.878,-0.346
2018-04-04,0.964,54.614,0.773,6.949,8.107,null,0.000,36.146,27.228,4.136,-0.281
2018-04-05,0.876,54.898,0.729,6.485,8.123,null,0.950,36.358,27.350,7.040,-0.442
2018-04-06,0.751,54.327,0.672,5.980,8.063,null,0.000,35.933,26.990,5.567,-0.614
2018-04-07,0.770,54.380,0.716,6.721,8.094,null,0.000,35.973,27.754,4.553,-0.370
2018-04-08,0.644,54.603,0.720,5.948,8.125,null,0.000,36.138,28.380,4.192,-0.357
2018-04-09,0.592,55.458,0.733,6.655,8.137,null,0.000,36.773,29.229,3.886,-0.407
2018-04-10,0.954,55.767,0.702,6.185,8.114,null,0.000,37.003,29.621,5.963,-0.560
2018-04-11,0.763,55.674,0.697,6.165,8.132,null,0.000,36.934,28.069,6.622,-0.590
2018-04-12,0.731,55.355,0.622,6.250,8.034,null,0.000,36.696,25.747,8.015,-0.885
2018-04-13,0.831,55.536,0.629,6.880,8.105,null,0.000,36.831,25.781,7.526,-0.860
2018-04-14,0.805,55.631,0.681,7.211,8.164,null,0.000,36.901,26.671,7.282,-0.639
2018-04-15,0.994,55.707,0.765,6.368,8.145,null,1.450,36.960,27.537,9.497,-0.322
2018-04-16,1.979,54.633,0.766,6.761,8.217,null,0.060,36.163,26.702,null,-0.381
2018-04-17,1.302,56.059,0.639,7.480,8.284,null,0.000,37.221,23.697,null,-0.852
2018-04-18,0.598,56.699,0.667,6.771,8.270,null,0.000,37.698,24.339,null,-0.747
2018-04-19,0.455,56.986,0.699,7.264,8.273,null,0.000,37.912,26.049,null,-0.638
2018-04-20,0.625,57.508,0.679,7.389,8.229,null,0.000,38.303,27.609,null,-0.693
2018-04-21,0.802,57.999,0.658,6.319,8.170,null,0.000,38.670,28.408,null,-0.755
2018-04-22,0.384,57.897,0.621,5.663,8.134,null,0.500,38.593,27.878,null,-0.836
2018-04-23,0.578,57.549,0.658,6.482,8.178,null,0.000,38.333,28.665,null,-0.680
2018-04-24,0.575,57.600,0.680,6.106,8.129,null,0.000,38.371,29.549,null,-0.563
2018-04-25,1.098,58.072,0.654,6.524,8.200,null,0.000,38.725,28.843,null,-0.637
2018-04-26,0.877,58.956,0.639,6.209,8.223,null,0.000,39.389,27.561,null,-0.667
2018-04-27,1.119,58.745,0.672,6.031,8.158,null,1.020,39.230,27.608,null,-0.504
2018-04-28,1.051,56.651,0.691,6.757,8.248,null,2.070,37.664,27.512,null,-0.493
2018-04-29,1.014,56.702,0.677,7.223,8.273,null,0.000,37.700,26.724,null,-0.653
2018-04-30,0.956,57.371,0.623,6.921,8.185,null,0.000,38.200,27.057,null,-0.897
2018-05-01,1.009,58.044,0.547,5.803,8.112,null,0.000,38.705,25.752,null,-1.176
2018-05-02,0.786,57.852,0.500,6.112,8.134,null,0.050,38.560,26.357,null,-1.333
2018-05-03,1.050,57.274,0.447,6.256,8.072,null,0.230,38.127,26.614,null,-1.466
2018-05-04,0.975,56.288,0.425,6.604,8.116,null,0.000,37.391,26.831,null,-1.468
2018-05-05,0.966,57.034,0.434,6.583,8.115,null,0.050,37.949,26.491,null,-1.314
2018-05-06,1.097,58.230,0.575,6.852,8.101,null,0.000,38.843,28.340,null,-0.882
2018-05-07,1.023,58.500,0.586,6.290,8.055,null,0.000,39.046,30.080,null,-0.837
2018-05-08,0.780,58.983,0.554,6.104,8.082,null,0.000,39.409,29.728,null,-0.982
2018-05-09,0.612,59.672,0.500,6.237,8.067,null,0.000,39.928,27.422,null,-1.223
2018-05-10,0.835,58.236,0.499,6.755,8.127,null,0.000,38.849,26.198,5.692,-1.301
2018-05-11,1.071,58.108,0.524,6.831,8.194,null,0.000,38.752,26.225,4.719,-1.276
2018-05-12,1.214,58.670,0.558,5.230,8.236,null,0.000,39.174,24.689,4.184,-1.149
2018-05-13,1.786,58.434,0.601,4.473,8.216,null,0.380,38.996,24.488,3.557,-0.933
2018-05-14,1.900,58.569,0.680,5.873,8.122,null,0.530,39.098,26.462,4.092,-0.622
2018-05-15,2.402,58.846,0.730,6.013,8.116,null,0.000,39.306,27.667,4.147,-0.481
2018-05-16,2.001,59.113,0.725,6.124,8.093,null,0.000,39.507,28.570,3.249,-0.499
2018-05-17,2.321,59.585,0.723,5.284,8.121,null,0.240,39.863,28.100,3.330,-0.516
2018-05-18,2.352,60.683,0.681,5.624,8.179,null,0.000,40.692,27.808,2.697,-0.645
2018-05-19,3.202,61.240,0.685,5.731,8.185,null,0.310,41.112,27.885,2.133,-0.690
2018-05-20,2.816,60.371,0.665,5.895,8.268,null,0.850,40.455,26.220,2.385,-0.763
2018-05-21,2.365,57.339,0.651,5.788,8.251,null,2.760,38.179,25.213,2.971,-0.793
2018-05-22,2.967,54.285,0.640,6.201,8.221,null,0.200,35.904,25.508,3.389,-0.837
2018-05-23,3.956,54.750,0.640,6.661,8.198,null,0.000,36.248,26.835,6.552,-0.861
2018-05-24,3.466,55.054,0.675,6.915,8.193,null,0.000,36.473,27.663,12.444,-0.734
2018-05-25,3.217,55.082,0.671,6.128,8.210,null,1.340,36.494,27.017,3.469,-0.674
2018-05-26,3.081,51.879,0.672,5.901,8.258,null,1.940,34.134,25.469,3.221,-0.549
2018-05-27,3.010,50.088,0.768,6.634,8.272,null,0.400,32.814,25.761,5.565,-0.159
2018-05-28,3.294,51.484,0.817,6.236,8.234,null,0.130,33.837,25.863,6.205,-0.108
2018-05-29,3.923,52.657,0.760,5.488,8.148,null,0.000,34.699,26.126,7.155,-0.350
2018-05-30,4.178,52.954,0.730,6.476,8.080,41.856,0.000,34.919,27.305,7.121,-0.409
2018-05-31,3.944,52.986,0.693,6.614,8.045,41.412,0.010,34.942,28.687,4.863,-0.530
2018-06-01,3.478,53.183,0.670,6.019,8.022,41.610,0.000,35.087,29.391,4.313,-0.605
2018-06-02,3.080,53.398,0.667,6.674,8.057,41.333,0.000,35.246,30.774,4.182,-0.594
2018-06-03,2.356,53.320,0.678,5.401,8.066,43.079,0.000,35.188,31.777,3.928,-0.591
2018-06-04,2.152,52.447,0.663,5.794,8.155,42.669,0.000,34.545,31.169,3.292,-0.647
2018-06-05,2.017,52.541,0.639,6.362,8.241,42.786,0.000,34.614,30.901,3.138,-0.679
2018-06-06,2.077,52.625,0.633,5.750,8.241,43.993,0.000,34.676,30.975,3.385,-0.673
2018-06-07,2.282,52.866,0.677,5.728,8.204,44.454,0.000,34.853,31.192,4.041,-0.620
2018-06-08,2.457,52.796,0.666,6.186,8.258,42.419,0.810,34.802,31.143,6.579,-0.750
2018-06-09,2.198,51.740,0.618,5.529,8.178,43.345,0.180,34.025,30.971,4.416,-0.896
2018-06-10,2.299,51.461,0.630,5.256,8.157,43.369,0.290,33.819,30.329,4.282,-0.810
2018-06-11,2.665,51.429,0.669,5.045,8.153,43.401,0.040,33.796,29.682,4.955,-0.654
2018-06-12,2.455,51.656,0.706,5.719,8.120,43.794,0.030,33.962,29.884,5.224,-0.559
2018-06-13,2.529,52.078,0.739,5.705,8.171,41.875,0.000,34.273,30.191,6.476,-0.482
2018-06-14,2.661,52.272,0.728,5.729,8.185,42.399,0.000,34.415,30.164,6.459,-0.509
2018-06-15,2.429,51.802,0.744,6.119,8.252,42.419,0.000,34.070,30.726,4.876,-0.436
2018-06-16,2.293,51.386,0.747,7.190,8.326,42.025,0.000,33.765,31.797,4.115,-0.435
2018-06-17,2.564,51.741,0.735,6.219,8.287,41.210,0.000,34.025,32.169,9.441,-0.505
2018-06-18,2.225,52.298,0.705,4.857,8.201,43.679,0.010,34.435,30.850,5.477,-0.586
2018-06-19,2.095,51.311,0.672,6.697,8.328,42.608,0.000,33.710,30.631,4.064,-0.623
2018-06-20,1.918,51.361,0.679,6.231,8.299,41.789,0.000,33.746,32.203,4.053,-0.554
2018-06-21,1.351,50.712,0.697,5.560,8.315,42.285,0.000,33.270,32.161,3.496,-0.501
2018-06-22,1.443,50.570,0.696,5.386,8.321,41.628,0.000,33.166,31.938,3.434,-0.538
2018-06-23,1.577,50.846,0.677,6.066,8.390,40.906,0.000,33.369,32.112,3.224,-0.626
2018-06-24,1.830,50.756,0.681,4.867,8.335,39.682,1.040,33.303,31.573,3.777,-0.629
2018-06-25,1.725,50.513,0.713,6.424,8.421,37.947,0.090,33.124,31.483,3.527,-0.563
2018-06-26,1.669,50.867,0.699,6.599,8.395,38.623,0.000,33.384,31.645,3.600,-0.630
2018-06-27,1.480,51.525,0.694,5.359,8.314,40.570,0.010,33.866,31.871,3.722,-0.634
2018-06-28,1.141,51.628,0.727,5.012,8.163,40.268,0.860,33.943,31.887,3.705,-0.517
2018-06-29,1.319,51.683,0.749,5.536,8.158,40.120,0.000,33.983,31.921,3.111,-0.445
2018-06-30,1.204,52.238,0.750,6.561,8.174,40.097,0.000,34.391,32.272,2.329,-0.428
2018-07-01,1.008,52.478,0.758,7.012,8.167,39.598,0.000,34.567,32.565,2.746,-0.406
2018-07-02,1.160,52.711,0.756,5.914,8.114,39.082,0.170,34.739,32.797,2.859,-0.394
2018-07-03,1.067,52.858,0.735,5.697,8.086,39.448,0.000,34.848,32.145,3.005,-0.443
2018-07-04,1.188,53.037,0.753,5.497,8.092,37.849,0.000,34.980,31.581,3.473,-0.421
2018-07-05,1.208,53.161,0.766,5.829,8.120,37.217,0.000,35.071,31.809,2.970,-0.450
2018-07-06,1.148,53.437,0.742,5.741,8.045,40.722,0.020,35.275,30.713,3.360,-0.529
2018-07-07,1.263,53.000,0.748,5.989,8.094,40.465,0.000,34.953,31.423,3.432,-0.495
2018-07-08,1.383,53.198,0.738,6.543,8.094,41.839,0.000,35.098,31.598,3.947,-0.564
2018-07-09,1.412,53.076,0.727,5.506,8.070,42.143,0.000,35.008,31.244,4.189,-0.570
2018-07-10,1.907,53.094,0.736,4.709,8.075,41.001,0.040,35.022,31.890,3.733,-0.442
2018-07-11,1.814,53.099,0.755,4.134,8.072,37.985,0.460,35.026,31.266,4.580,-0.341
